NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	CONCEPTICON_POS
1398	to scrape off; to erase; to take away	1767	SCRAPE	verb
1399	to have no hair			
1400	remove chaff			
1401	to vomit	1278	VOMIT	verb
1402	to spew, to vomit	1278	VOMIT	verb
1403	to spit, be sick; (hip.) to vomit something	1440	SPIT	verb
1404	to have sexual desire; discharge sperm, exude vaginal secretion			
1405	to love, to become fond of so.	923	LOVE	verb
1406	type, kind	3299	KIND	adjective
1407	race, stock			
1408	époque où se trouve une femelle lorsqu’elle a été couverte par le mâle(time when a female is found when she has been covered by the male)			
1409	laisser couler le sperme (dans la copulation ou autrement) (let the sperm flow (in copulation or otherwise)			
1410	V. to wish, desire	2960	LONGING (WISH)	noun
1411	sperme; liqueur de la femelle qui se mêle au sperme et contribue à la génération (sperm; liquor of the female which mixes with the sperm and contributes to the generation)			
1412	sperme (du mâle); liqueur utérine de la femelle (semen (from the male); female uterine liquor)			
1413	to wish, desire, be eager for	2117	DESIRE	verb
1414	wish, desire, lust	2960	LONGING (WISH)	noun
1415	to bray (of donkey); cry, groan; roar	1839	CRY	verb
1416	to bray, to neigh			
1417	to cry, to groan	1839	CRY	verb
1418	braying			
1419	to sob			
1420	to moan			
1421	braire (se dit de l’âne) (bray (of donkey)			
1422	coasser sans cesse (to croak incessantly)			
1423	coasser, miauler; glousser (to croak, meow; squawk)			
1424	to groan, sigh	716	GROAN	verb
1425	to emit a sound (referring to any sound of animals and birds); scream, shout	715	SHOUT	verb
1426	plumage, feathers	1201	FEATHER	noun
1427	feathers	1201	FEATHER	noun
1428	forelock			
1429	tear(-drop)	1651	TEAR (OF EYE)	noun
1430	tear	1651	TEAR (OF EYE)	noun
1431	to gush forth			
1432	sweat	125	SWEAT (SUBSTANCE)	noun
1433	venom, bile	1780	BILE	noun
1434	poisonous foam; spittle	1503	SALIVA	noun
1435	veneno (venom)			
1436	poison, venom	655	POISON	noun
1437	heat, ardor; poison	655	POISON	noun
1438	scorpion’s venom			
1439	bile, gall, venom	1780	BILE	noun
1440	foam; saliva; excretion	1503	SALIVA	noun
1441	spittle, slaver, saliva, phlegm, mucus; sap	1503	SALIVA	noun
1442	secretion, excrements			
1443	foam	1768	FOAM	noun
1444	froth of milk			
1445	to urinate	592	PISS	verb
1446	urine	1142	URINE	noun
1447	(hip. part.) to pass water, urinate	592	PISS	verb
1448	urina			
1449	bladder	1746	BLADDER	noun
1450	non-digested food in the stomach			
1451	excrement, gore	675	FAECES (EXCREMENT)	noun
1452	contents of the gut, faeces	675	FAECES (EXCREMENT)	noun
1453	dung, excrement; mud, mire	640	MUD	noun
1454	feces	675	FAECES (EXCREMENT)	noun
1455	(dry cow's) dung	2057	DUNG (ANIMAL FAECES)	noun
1456	excrement, dung (of animals)	675	FAECES (EXCREMENT)	noun
1457	dung, excrement	675	FAECES (EXCREMENT)	noun
1458	ordures ôtées de la maison et jetées en un tas (garbage removed from the house and thrown in a heap)			
1459	sweepings, manure	2057	DUNG (ANIMAL FAECES)	noun
1460	dry cow's dung			
1461	dung	2057	DUNG (ANIMAL FAECES)	noun
1462	waste matter, refuse, debris	49	REFUSE	verb
1463	foliage piled up for forming manure, deposits			
1464	to defecate, have diarrhea, spread manure	676	SHIT (DEFECATE)	verb
1465	to have sexual intercourse	549	COPULATE	verb
1466	to have illicit sexual intercourse, to fornicate	103	FORNICATE	verb
1467	to marry a woman			
1468	to sleep, slumber	1585	SLEEP	verb
1469	waking time			
1470	it (the forest) was still			
1471	sleep of death; drowsiness			
1472	to fall asleep, to slumber	1106	FALL ASLEEP	verb
1473	to sleep, fall asleep	1585	SLEEP	verb
1474	dormir (to sleep)			
1475	être endormi d’un profond sommeil; être dans son premier somme; sommeiller (to sleep deeply; to slumber)			
1476	eruption (on the skin), white spot			
1477	a skin eruption			
1478	a whiteness in the lower lip of a horse			
1479	leprosy, scab	3624	LEPROSY	noun
1480	blister, boil	2493	BOIL	verb
1481	boil, pustule	2493	BOIL	verb
1482	blisters, ulcers			
1483	flute	777	FLUTE	noun
1484	swellings			
1485	ulcers resulting from elephantiasis, pustules			
1486	sores, scabies, leprosy	3172	SCABIES	noun
1487	leprosy	3624	LEPROSY	noun
1488	a skin disease			
1489	scar caused by a wound in the ball, or most elevated part, of the cheek			
1490	scabies, itch, sores, skin rash, leprosy	3855	ITCH (CAUSE ITCHING OR FEEL ITCHY)	verb
1491	leprosy, mange, scab	3624	LEPROSY	noun
1492	festering rash			
1493	leprosy; scabies	3624	LEPROSY	noun
1494	scab; rust	3064	RUST	noun
1495	(kind of) skin disease			
1496	skin disease (not leprosy)			
1497	small swelling, pustule			
1498	sorte d'excroissance hideuse à voir sur les lèvres, sur le nez ou sur les oreilles (a kind of ugly growth seen on the lips, nose, or ears)	1221	NOSE	noun
1499	scab, malignant ulcer	2664	SCAB	noun
1500	mole; pustule	1907	MOLE	noun
1501	black mole (on the face and body); black spot (a disease of barley)			
1502	pustules breaking out upon the lips after a fever			
1503	birth-mark, scar on the skin	1751	BIRTHMARK	noun
1504	a mole or wart	2665	WART	noun
1505	cautère, ulcère artificiel (cautery, artificial ulcer)			
1506	spot on the skin, bruise, mark of violence	1148	BRUISE	noun
1507	a mark of discoloration on the skin			
1508	wound, slash	1109	WOUND	noun
1509	skin specks			
1510	wound	1109	WOUND	noun
1511	mark of beating; a healed wound			
1512	eruption on the skin			
1513	scabies, itch, boil	2493	BOIL	verb
1514	être rongé par la gâle (to be eaten up by the scab)			
1515	itch, a boil	793	BOIL (OF SKIN)	noun
1516	skin rash			
1517	white scurf			
1518	one having an eruption resembling leprosy			
1519	pimples, pustules	1809	PIMPLE	noun
1520	mild species of leprosy			
1521	grey hair			
1522	graues Haar			
1523	the grey hair; advanced age			
1524	white hair			
1525	whiteness of the hair			
1526	deaf person	458	DEAF PERSON	noun
1527	to stop one’s ears			
1528	firm; solid; mute	1666	MUTE	adjective
1529	to cough	879	COUGH	verb
1530	phlegm; cough with phlegm	3061	PHLEGM	noun
1531	(qal, hitp.) to cough	879	COUGH	verb
1532	cough	879	COUGH	verb
1533	to fart, break wind audibly	1159	FART	verb
1534	to fart	1159	FART	verb
1535	(pa.) to break wind	1159	FART	verb
1536	stomach growling			
1537	to break wind silently			
1538	pet	3780	PET	noun
1539	to emit a noiseless wind from one's anus			
1540	to break wind	1159	FART	verb
1541	to be rabid, mad	1899	MAD	adjective
1542	to rage, to be rabid	2203	RABID	adjective
1543	(pu., hitp.) to behave like a madman			
1544	mad	1899	MAD	adjective
1545	to bury	1719	BURY	verb
1546	to be strong	785	STRONG	adjective
1547	male	1553	MALE	adjective
1548	man, male	1554	MAN	noun
1549	male animal	2263	MALE (OF ANIMAL)	adjective
1550	male, masculine animal; ram; penis; arsenic	1222	PENIS	noun
1551	male; penis	1222	PENIS	noun
1552	daughter-in-law; bride	1266	BRIDE	noun
1553	daughterinlaw, wife of a son living in his father's household, bride, sisterinlaw	1266	BRIDE	noun
1554	daughterinlaw, bride	1266	BRIDE	noun
1555	???			
1556	daughterinlaw, sisterinlaw			
1557	widow	1756	WIDOW	noun
1558	maidservant			
1559	slave girl, servant girl			
1560	to hire	856	HIRE	verb
1561	to hire; to be hired	856	HIRE	verb
1562	to own	684	OWN	verb
1563	subjects			
1564	to rule	1846	RULE	verb
1565	capital			
1566	herd of cattle, sheep, or horses	1331	SHEEP	noun
1567	mistress			
1568	mistress of the house			
1569	to be sated	106	SATIATED	adjective
1570	to become sated			
1571	sich sättigen			
1572	to eat one's fill			
1573	to be sated, have one`s fill	106	SATIATED	adjective
1574	to be, become satiated	1579	BE	verb
1575	to be thirsty	3474	BE THIRSTY	verb
1576	to sip, to absorb			
1577	to sip			
1578	to taste, to be tasty	21	TASTE (SOMETHING)	verb
1579	thought, reason, plan	2975	THOUGHT	noun
1580	to taste	21	TASTE (SOMETHING)	verb
1581	to be bitter	887	BITTER	adjective
1582	bitter	887	BITTER	adjective
1583	to be sweet	717	SWEET	adjective
1584	sweet	717	SWEET	adjective
1585	V. to smack one’s lips			
1586	to be sour	1906	SOUR	adjective
1587	vinegar	985	VINEGAR	noun
1588	to be leavened			
1589	to ferment, rise	3652	FERMENT	verb
1590	to draw water	1911	DRAW (WATER)	verb
1591	to be satisfied with drinking			
1592	receptacle for liquids			
1593	to drag, pull	2030	DRAG	verb
1594	to draw water with a bucket			
1595	to draw water from a well			
1596	to draw water; to pull out	2325	PULL OUT	verb
1597	bucket	2052	BUCKET	noun
1598	water bucket			
1599	clarified butter			
1600	butter; cream	1245	BUTTER	noun
1601	cream			
1602	butter	1245	BUTTER	noun
1603	alcoholic drink	404	ALCOHOL (FERMENTED DRINK)	noun
1604	an alcoholic drink, beer	1639	BEER	noun
1605	intoxicating drink not made from grapes			
1606	to become inebriated			
1607	to become intoxicated			
1608	to grind	1033	GRIND	verb
1609	to grind into flour			
1610	flour	1594	FLOUR	noun
1611	to sieve	86	SIEVE	verb
1612	to sift			
1613	sieve	3353	SIEVE (TOOL)	noun
1614	(pi.) to fan, winnow, sift	2462	WINNOWING	verb
1615	dirt	25	DIRT	noun
1616	kind of sieve made of palm leaves			
1617	to fan, winnow, sift	360	FAN (ACTION)	verb
1618	to sift; to sprinkle			
1619	fruit, yield	1507	FRUIT	noun
1620	to knead	274	KNEAD	verb
1621	to roll a morsel of food in melted fat			
1622	to bake	183	BAKE	verb
1623	baking tray			
1624	baked			
1625	to boil, cook	1100	COOK (SOMETHING)	verb
1626	to be cooked, ready, ripe	178	RIPE	adjective
1627	to boil, to roast	2493	BOIL	verb
1628	boil, seethe, grow ripe	2493	BOIL	verb
1629	to grow ripe; to boil	2493	BOIL	verb
1630	to ripen	179	RIPEN	verb
1631	IV. to boil unripe dates			
1632	aigle (eagle)			
1633	kind of insect			
1634	a green winged insect; a bird	937	BIRD	noun
1635	mouche qui s'attaque au chameau, s'introduit dans son nez et le tourmente (fly that attacks the camel, gets into its nose and torments it)			
1636	a breed of sheep(?)			
1637	(young) ram	1344	RAM	noun
1638	caterpillar	2247	CATERPILLAR	noun
1639	weevil; fly	1441	FLY (MOVE THROUGH AIR)	verb
1640	araignée (spider)			
1641	young bull			
1642	ibis			
1643	kind of bird similar to the swallow and provided with a very long beak			
1644	to dig, to make a hole	1418	DIG	verb
1645	kind of snake, worm	1219	WORM	noun
1646	cat	1208	CAT	noun
1647	cat; weasel, animal that eats chickens	1208	CAT	noun
1648	turtledove	1853	DOVE	noun
1649	young (male) sheep			
1650	flock of sheep or goats			
1651	viscera, inner organ, intestine	1991	INTESTINES	noun
1652	a part of the liver			
1653	(part or bone of the) leg of animal			
1654	part of the lower leg of a quadruped			
1655	thighbone, shinbone, tibia, leg, large bone of the leg, shoulder of animal	1297	LEG	noun
1656	the long portion of the wing; arms, shoulders	1673	ARM	noun
1657	wing; arm; fin; ell, fathom	1257	WING	noun
1658	agiter les ailes (se dit d'un oiseau qui couve) (to wave wings (said of a brooding bird)			
1659	s'agiter, hérisser ses plumes et lever les ailes, comme fait un oiseau qui couve ses oeufs, à l'approche d'un ennemi (to flutter, bristle its feathers and lift its wings, like a bird that incubates its eggs, when an enemy approaches)			
1660	to be giddy; have pain in the head			
1661	to be giddy, stagger			
1662	vertigo, giddiness in the head			
1663	to buy out, to ransom, to redeem			
1664	to spare, to release	1095	LET GO OR SET FREE	verb
1665	to ransom, to redeem			
1666	to buy out, to ransom; to redeem			
1667	paying, rewarding, compensating			
1668	to speak emphatically, to pray	24	PRAY	verb
1669	to pray to, to beseech, to supplicate			
1670	to curse; VIII. to address with earnest, energetic supplication	8	CURSE	verb
1671	to be of bad quality, to be putrid, to stink	1587	SMELL (STINK)	verb
1672	to smell bad, be of bad quality	42	STINKING	adjective
1673	to stink	1587	SMELL (STINK)	verb
1674	bad, foulsmelling	1292	BAD	adjective
1675	sour, unripe berries	1906	SOUR	adjective
1676	to be bad, displease; to be in a bad condition; to be in pain; grieve	1292	BAD	adjective
1677	to be in a state of distress, poverty			
1678	very evil or bad is he!			
1679	to be bad	1292	BAD	adjective
1680	to be ashamed	1894	ASHAMED	adjective
1681	to come to shame			
1682	be ashamed	1894	ASHAMED	adjective
1683	shame; shamelessness	1776	SHAME	noun
1684	shame	1776	SHAME	noun
1685	to be ashamed; to be confused	1894	ASHAMED	adjective
1686	calumny, slander, false accusation			
1687	to blow, breathe, inflate	175	BLOW (OF WIND)	verb
1688	to blow (something), hiss, etc.	3685	HISS	verb
1689	to blow	175	BLOW (OF WIND)	verb
1690	to diffuse (of odour); to blow (of wind)	175	BLOW (OF WIND)	verb
1691	to blow with mouth	176	BLOW (WITH MOUTH)	verb
1692	to blow, breathe on, inflate, sound (an instrument), blow (a horn, trumpet)	175	BLOW (OF WIND)	verb
1693	god	1944	GOD	noun
1694	to blow away, winnow	2462	WINNOWING	verb
1695	window	1375	WINDOW	noun
1696	IV. to be violent and drive along the dust and pebbles (about wind)			
1697	to be lame; have a dislocated limb	320	LAME	adjective
1698	lame, crippled	320	LAME	adjective
1699	to be lame, limp	366	LIMP	verb
1700	limping			
1701	to dislocate, to remove from its place, to separate, to disperse; to be weak in intellect and in body	1359	SEPARATE	verb
1702	II. avoir les membres du corps lâches, sans vigeur (to have loose body members, without vigor)			
1703	without	1478	WITHOUT	other
1704	without, without the consent of, apart from, in the absence of	1478	WITHOUT	other
1705	without, save; before; except for; but, rather; outside of, besides, apart from regardless of	1882	BEFORE	other
1706	to build	1840	BUILD	verb
1707	to build, to create	1840	BUILD	verb
1708	to face	1560	FACE	noun
1709	to face, to approach, to accept	1778	APPROACH	verb
1710	past, bygone time; before, in the presence, in front of	1882	BEFORE	other
1711	to cleave the water with its stem; to face the wind (ship)			
1712	to enclose, to protect, to shelter	2900	PROTECT	verb
1713	to confine			
1714	to enclose, to fence, to protect	2900	PROTECT	verb
1715	(aph.) to make dwell			
1716	to veil, to conceal, to cover, to protect	761	COVER	verb
1717	shoe	1381	SHOE	noun
1718	a type of  shoe			
1719	shoe, sandal(s); rim (?)	1381	SHOE	noun
1720	boot	585	BOOT	noun
1721	to place	723	PLACE (POSITION)	noun
1722	to place, to establish	723	PLACE (POSITION)	noun
1723	to have grey hair			
1724	to become old			
1725	to be grey headed, old	1229	OLD	adjective
1726	to become whitehaired, hoary			
1727	to turn grey (hair)			
1728	to have a nose with a cut-off tip; have a slit lip			
1729	flat nosed			
1730	being flat nosed			
1731	having the nose slit			
1732	to cut, split, break	1432	CUT	verb
1733	to break open a seal, cut to size, prune, weed	3288	WEED	noun
1734	fendre légerement, déchirer légèrement, y causer une déchirure (to crack lightly, tear lightly, cause a tear)			
1735	woman having her vagina and rectum united by the rending of the separation between them			
1736	kind of disease (fever, cold in the head; plague)			
1737	to be nauseated			
1738	a disease (affecting the head, vision, etc.)	2519	SEEING (VISUAL SENSE)	noun
1739	certaine maladie des chameaux (a kind of camel disease)			
1740	pestilence, plague			
1741	a calamity			
1742	plague, pestilence			
1743	bubonic plague			
1744	IV. to go backward, to a bad state; to die	1494	DIE	verb
1745	death	910	DEATH	noun
1746	(pl.) malheur, adversité, infortune (misfortune, adversity)			
1747	toux, coqueluche (cough, whooping cough)			
1748	plaie, ulcère au dos d’un chameau (wound, ulcer on the back of a camel)			
1749	eyebrow, eye-pit, front	1173	EYEBROW	noun
1750	brain(?)	1583	BRAIN	noun
1751	eyebrows	1173	EYEBROW	noun
1752	eyebrow; the elevation around genitals	1173	EYEBROW	noun
1753	bone that forms the eye socket			
1754	to mix	2017	MIX	verb
1755	to mix, to brew beer, to make an alloy, to knead (in the stative), to be spotted, variegated, to mix up, confuse, to pollute, to be numb	2017	MIX	verb
1756	to moisten; to mix up, to confound	28	MOISTEN	verb
1757	to mingle, mix	2017	MIX	verb
1758	to scatter, to disperse	3705	SCATTER	verb
1759	to moisten	28	MOISTEN	verb
1760	to spoil, to ruin, to destroy; to mix, to confuse; to moisten, to wet	681	DESTROY	verb
1761	to sprout, to germinate	2076	SPROUT (VERB)	verb
1762	to produce plants or herbs, to become green, to put forth their buds (trees)			
1763	to sprout, to shoot forth, to grow	479	GROW	verb
1764	to be invalid, lost, to stop working	3667	LOST	adjective
1765	to cease, to stop	1928	CEASE	verb
1766	to cease working			
1767	to cease, desist, perish	1928	CEASE	verb
1768	to be false, untrue, wrong	1390	WRONG	adjective
1769	to be useless, idle, void	2756	IDLE	noun
1770	to bring good tidings			
1771	to report, to bring (good) news			
1772	(pi.) to bring good tidings			
1773	II. to bring good tidings			
1774	to tear, to cut	1432	CUT	verb
1775	to stop, cut off, to staunch; to decide; to apportion, to divide a number, a whole	685	DECIDE	verb
1776	secret	1121	SECRET	adjective
1777	to break bread			
1778	to give a clear decision			
1779	to divide	1119	DIVIDE	verb
1780	to sever, sunder, break	680	BREAK (DESTROY OR GET DESTROYED)	verb
1781	miracle	2541	MIRACLE	noun
1782	to break, to crush, to bruise	1520	CRUSH	verb
1783	to demolish, to destroy	681	DESTROY	verb
1784	to cut, to tear; to divide, to detach, to separate	1432	CUT	verb
1785	to clear away(?)			
1786	grapes that have fallen in a vineyard			
1787	to open wide, split	1437	SPLIT	verb
1788	to tear asunder, cleave; to open wide			
1789	to go before, to precede the people or company of men			
1790	border, side	682	SIDE	noun
1791	side	682	SIDE	noun
1792	forehead, front	123	FOREHEAD	noun
1793	temple; boundary, border, side, fringe	682	SIDE	noun
1794	side, edge	682	SIDE	noun
1795	brow, forehead	123	FOREHEAD	noun
1796	appearance, form, front side	1017	APPEARANCE	noun
1797	troop (of men)			
1798	to break, to crush	1520	CRUSH	verb
1799	to disperse			
1800	IV. to split, to cleave			
1801	to sparkle, to shine brightly	2889	TWINKLE	verb
1802	shining, glistering			
1803	white places or portions of sand			
1804	to scintillate, to flash, to redden			
1805	to open	1156	OPEN	verb
1806	(pi.) to break open arable soil, to dig furrows			
1807	to pierce	398	PIERCE	verb
1808	to puncture, to pierce	398	PIERCE	verb
1809	(pi.) to engrave			
1810	a ring without a stone			
1811	to plait	3295	BRAID (VERB)	verb
1812	to twine			
1813	tied on (adj.); thread (subst.)	1161	THREAD	noun
1814	(nip.) to be entangled with one another, to wrestle; to be tortuous, astute			
1815	to twist, distort; to turn aside, turn away	430	TWIST	verb
1816	to spin, to twist	121	SPIN	verb
1817	to split, to cleave	1437	SPLIT	verb
1818	to untie, to release	352	UNTIE	verb
1819	aperture			
1820	to depart, go away	1752	LEAVE	verb
1821	to cleave, to split; to begin, to originate (trans.)	1437	SPLIT	verb
1822	intestines; excrement	1991	INTESTINES	noun
1823	Darm			
1824	intestines, gut	1991	INTESTINES	noun
1825	dung of solidhoofed animals and birds; human excrement			
1826	hair (on the head), bristle	2648	HAIR (HEAD)	noun
1827	bristle, (animal) hair	1040	HAIR	noun
1828	bristles; eyebrows	1173	EYEBROW	noun
1829	stinking	42	STINKING	adjective
1830	abundance of hair			
1831	sign	1720	SIGN	noun
1832	to come; to come back, to return; to enter	1446	COME	verb
1833	to walk along, go through (a street, a road, a square, a gate, etc.), to pass over (a region)	667	ROAD	noun
1834	to come, to enter; to walk along, to pass over	1446	COME	verb
1835	to come; to enter	1446	COME	verb
1836	to return, to come back	581	COME BACK	verb
1837	to choose, to test	1750	CHOOSE	verb
1838	to select, choose; to examine	1750	CHOOSE	verb
1839	to select; to levy (troops)	1750	CHOOSE	verb
1840	to examine; to choose	1750	CHOOSE	verb
1841	young, fullygrown, vigorous man	1207	YOUNG	adjective
1842	to cut, to slit, to divide	1432	CUT	verb
1843	to give off vapour or fume			
1844	(pa.) to inflame, excite			
1845	to send up its fume, vapor, steam (the cooking pot)	1193	STEAM	noun
1846	house	1252	HOUSE	noun
1847	house, place of dwelling	1252	HOUSE	noun
1848	house, building; residence, home	1252	HOUSE	noun
1849	house, dwelling place	1252	HOUSE	noun
1850	house, tent	1252	HOUSE	noun
1851	with, together with	1340	WITH	other
1852	with	1340	WITH	other
1853	with, beside	1340	WITH	other
1854	together with, with the help of, by the side of, besides, out of, from	693	FROM	other
1855	up to, until	2753	UNTIL	other
1856	up to, as far as; until, up to (connoting time); concerning, as to	2753	UNTIL	other
1857	up to, until; close to, around	2753	UNTIL	other
1858	as far as, until, just before, during	2753	UNTIL	other
1859	up to			
1860	like, in the manner of	1117	LIKE	verb
1861	like, in the manner of, as, according to, instead of	1117	LIKE	verb
1862	like	1117	LIKE	verb
1863	like, as; as many as, about; according to	1117	LIKE	verb
1864	like, in the manner of, as, according to, corresponding to, instead of, in lieu of	1117	LIKE	verb
1865	like, as	1117	LIKE	verb
1866	de même que (in the same manner as)			
1867	as, just as, even as, like; as if; such	1117	LIKE	verb
1868	on, over	1741	ABOVE	other
1869	on, above, beyond, over; to, towards; against; more than; at the debit of, on account of	1741	ABOVE	other
1870	upon, on top of; next to, in the presence of; from; for, because of; against, on the account of; charged to; on, after	1685	AFTER	other
1871	above, upon	1741	ABOVE	other
1872	upon, over; notwithstanding; on account of; in the time of; according to, in conformity to; on the condition of	1741	ABOVE	other
1873	above; against; on, upon, over; about, concerning	1741	ABOVE	other
1874	rope	1218	ROPE	noun
1875	cord, rope, mooring rope	1218	ROPE	noun
1876	rope, cord, snares	1218	ROPE	noun
1877	rope, cord	1218	ROPE	noun
1878	string, cord, rope, snares	1218	ROPE	noun
1879	besides, apart from			
1880	besides, apart from, in addition to, beyond			
1881	to, towards	2754	TOWARDS	other
1882	to send, to stretch out	1127	SEND	verb
1883	to dispatch, send off			
1884	to stretch, throw, to send	1127	SEND	verb
1885	to strip off (hide, skin)	763	SKIN	noun
1886	to take out, tear off, tear out	3654	TAKE OUT	verb
1887	to, for	2754	TOWARDS	other
1888	for, to	2754	TOWARDS	other
1889	until, till, unto, as far as, so much so, up to, to the point of, even also, within, for	2753	UNTIL	other
1890	because of, for the sake of	2918	BECAUSE OF	other
1891	concerning, on behalf of, on account of, because of, with respect to, related to	2918	BECAUSE OF	other
1892	because, since, in that; that is, namely; indeed, in fact	1157	BECAUSE	other
1893	red	156	RED	adjective
1894	red, red garment	156	RED	adjective
1895	être rouge, avoir la peau brunie (to be red; to have brown skin)			
1896	tawny, darkcomplexioned; having an intermixed color			
1897	(animal) fat	323	FAT (ORGANIC SUBSTANCE)	noun
1898	tallow, fat	323	FAT (ORGANIC SUBSTANCE)	noun
1899	saindoux, axonge (lard, axonge)			
1900	foot, sole of foot	1301	FOOT	noun
1901	upper part; point of the nose			
1902	the point of the extremity of anything; the portion with which one cuts (in a sword); the two sides of the tapering head of a sandal			
1903	eyelash; (tuft of) hair	1540	EYELASH	noun
1904	Kopffell (?); Fell an Hornwurzel			
1905	cilia, fin	213	FIN	noun
1906	place of growth of the eyelash			
1907	buttocks, hind parts, small of the back	834	BUTTOCKS	noun
1908	buttocks, rectum, anus	834	BUTTOCKS	noun
1909	ano			
1910	taille (waist)			
1911	to abandon, to desert, to leave	1752	LEAVE	verb
1912	to put, place, arrange	998	PUT	verb
1913	to leave, abandon; to leave behind; to let go	1752	LEAVE	verb
1914	to be distant, remote, absent	1406	FAR	adjective
1915	intestine; spleen	1991	INTESTINES	noun
1916	large intestine; paunch, belly(?)	1251	BELLY	noun
1917	a part of the intestinal tract			
1918	anus, rectum	1935	ANUS	noun
1919	anus	1935	ANUS	noun
1920	pain of the anus			
1921	kind of skin ulcer; mole, mark on the skin	1907	MOLE	noun
1922	mole, mark	1907	MOLE	noun
1923	to be swollen (skin, limb, wound); to become enraged	1531	BRANCH	noun
1924	swelling, tumour	1903	SWELLING	noun
1925	piercing, wound, injury, infected wound, ulcer, swelling of a wound, skin rash, scar	497	SCAR	noun
1926	back, podex	1291	BACK	noun
1927	chest, front of the chest	1592	CHEST	noun
1928	back, rump, loin	1291	BACK	noun
1929	back, breast, torso	1402	BREAST	noun
1930	back of hand; upper part of sandal made from leather, shoe patch			
1931	dos, derrière (back, behind)	1686	BEHIND	other
1932	anus, buttocks	1935	ANUS	noun
1933	you (fem. sg.)	1213	YOU	other
1934	you (fem. sing.)	1213	YOU	other
1935	thou (fem.)	1215	THOU	other
1936	he	1211	HE	other
1937	he, it	1211	HE	other
1938	she	1834	SHE	other
1939	she, it	1834	SHE	other
1940	you (masc. pl.)	1213	YOU	other
1941	you (pl. masc.)	1213	YOU	other
1942	threshing floor			
1943	water jar, water pot; coffin, sarcophagus	2011	COFFIN	noun
1944	threshing floor; place where fruits are dried; stone basin			
1945	you (fem. pl.)	1213	YOU	other
1946	you (pl. fem.)	1213	YOU	other
1947	they (masc.)	817	THEY	other
1948	they (fem.)	817	THEY	other
1949	which?	727	WHICH	other
1950	which	727	WHICH	other
1951	where?	1237	WHERE	other
1952	who, which, what	1235	WHO	other
1953	arrow	977	ARROW	noun
1954	a small arrow			
1955	arrow,  dart	977	ARROW	noun
1956	my (genitive pronominal suffix, 1 sg.)	2090	MY	other
1957	me (accusative pronominal suffix, 1 sg.)	2301	ME	other
1958	your, you (genitive and accusative pronominal suffix, 2 masc. sg.)	732	YOUR (SINGULAR)	other
1959	your; you (genitive and accusative pronominal suffix, 2 masc. sg.)	732	YOUR (SINGULAR)	other
1960	your; you (genitive and accusative pronominal suffix, 2 fem. sg.)	732	YOUR (SINGULAR)	other
1961	his; him (genitive and accusative pronominal suffix, 3 masc. sg.)	2473	HIS (GENITIVE OF HE)	other
1962	him (accusative pronominal suffix, 3 masc. sg.)			
1963	his (genitive pronominal suffix, 3 masc. sg.)	2473	HIS (GENITIVE OF HE)	other
1964	her (genitive and accusative pronominal suffix, 3 fem. sg.)	2474	HER (GENITIVE OF SHE)	other
1965	her (genitive pronominal suffix)	2474	HER (GENITIVE OF SHE)	other
1966	our; us (genitive and accusative pronominal suffix, 1 pl.)	780	OUR	other
1967	our (genitive pronominal suffix, 1 pl.)	780	OUR	other
1968	our; us (genitive and accusative pronominal suffix)	780	OUR	other
1969	your; you (genitive and accusative pronominal suffix, 2 pl.)	732	YOUR (SINGULAR)	other
1970	your (genitive pronominal suffix, 2 fem. pl.)	732	YOUR (SINGULAR)	other
1971	your (genitive pronominal suffix, 2 masc. pl.)	732	YOUR (SINGULAR)	other
1972	your; you (genitive and accusative pronominal suffix, 2 masc. pl.)	732	YOUR (SINGULAR)	other
1973	your; you (genitive and accusative pronominal suffix, 2 fem. pl.)	732	YOUR (SINGULAR)	other
1974	their; them (genitive and accusative pronominal suffix, 3 pl.)	2400	THEIR	other
1975	their (genitive pronominal suffix, 3 fem. pl.)	2400	THEIR	other
1976	their (genitive pronominal suffix, 3 masc. pl.)	2400	THEIR	other
1977	their; them (genitive and accusative pronominal suffix, 3 masc. pl.)	2400	THEIR	other
1978	their; them (genitive and accusative pronominal suffix, 3 fem. pl.)	2400	THEIR	other
1979	a ring of gold or silver, an earring	759	SILVER	noun
1980	to seize, take hold of, catch	855	SEIZE	verb
1981	to seize, take hold of sth/smb	855	SEIZE	verb
1982	a smith’s tongs			
1983	to seize	855	SEIZE	verb
1984	to take, hold; to withhold, restrain; to keep, preserve,  guard, take care of	1749	TAKE	verb
1985	to grasp, to take hold of, to lay hands on	2021	GRASP	verb
1986	to be brilliant	3709	BRILLIANT	adjective
1987	numinous splendour emanating from gods			
1988	splendour			
1989	wholesome, sweet (water)	717	SWEET	adjective
1990	to love	923	LOVE	verb
1991	to love, to be affected, inclined to	923	LOVE	verb
1992	to be small	1246	SMALL	adjective
1993	to become small, few, to be young	1242	FEW	other
1994	servant	255	SERVANT	noun
1995	small, of tender years, young	1246	SMALL	adjective
1996	the smaller one, the younger one			
1997	to be disgraced, outraged			
1998	to be or become little,  small	1579	BE	verb
1999	to throw, shoot	1456	THROW	verb
2000	to fire, shoot arrows	221	FIRE	noun
2001	to throw	1456	THROW	verb
2002	not, no (prohibitive and negative particle)	1240	NOT	other
2003	not; where?	1240	NOT	other
2004	not (negative particle prefixed to the verb)	1240	NOT	other
