ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
arabic-1592_receptacleforliquids-1-1,arabic-1592_receptacleforliquids-1,saʔb-,1053,false,expert,,,,
geez-1593_todragpull-1-1,geez-1593_todragpull-1,saʔaba,1053,false,expert,,,,
ps-1594_todrawwaterwithabucket-1-1,ps-1594_todrawwaterwithabucket-1,dlw,1054,false,expert,,,,
akkadian-1595_todrawwaterfromawell-1-1,akkadian-1595_todrawwaterfromawell-1,dalû,1054,false,expert,,,,
hebrew-1594_todrawwaterwithabucket-1-1,hebrew-1594_todrawwaterwithabucket-1,dlw,1054,false,expert,,,,
syriac-1596_todrawwatertopullout-1-1,syriac-1596_todrawwatertopullout-1,dlj,1054,false,expert,,,,
arabic-1594_todrawwaterwithabucket-1-1,arabic-1594_todrawwaterwithabucket-1,dlw,1054,false,expert,,,,
ps-1597_bucket-1-1,ps-1597_bucket-1,dalw-,1055,false,expert,,,,
akkadian-1597_bucket-1-1,akkadian-1597_bucket-1,daːlu,1055,false,expert,,,,
hebrew-1597_bucket-1-1,hebrew-1597_bucket-1,dəliː,1055,false,expert,,,,
syriac-1598_waterbucket-1-1,syriac-1598_waterbucket-1,dawlaː,1055,false,expert,,,,
arabic-1597_bucket-1-1,arabic-1597_bucket-1,dalw-,1055,false,expert,,,,
ps-1599_clarifiedbutter-1-1,ps-1599_clarifiedbutter-1,ximʔ-at-,1058,false,expert,,,,
akkadian-1599_clarifiedbutter-1-1,akkadian-1599_clarifiedbutter-1,ximeːtu,1058,false,expert,,,,
ugaritic-1599_clarifiedbutter-1-1,ugaritic-1599_clarifiedbutter-1,xmʔat,1058,false,expert,,,,
hebrew-1599_clarifiedbutter-1-1,hebrew-1599_clarifiedbutter-1,ħæmʔaː,1058,false,expert,,,,
syriac-1599_clarifiedbutter-1-1,syriac-1599_clarifiedbutter-1,ħewtaː,1058,false,expert,,,,
ps-1600_buttercream-1-1,ps-1600_buttercream-1,laʃd-,1059,false,expert,,,,
akkadian-1601_cream-1-1,akkadian-1601_cream-1,liʃdu,1059,false,expert,,,,
geez-1602_butter-1-1,geez-1602_butter-1,lasd,1059,false,expert,,,,
ps-1603_alcoholicdrink-1-1,ps-1603_alcoholicdrink-1,ʃikar-,1062,false,expert,,,,
akkadian-1604_analcoholicdrinkbeer-1-1,akkadian-1604_analcoholicdrinkbeer-1,ʃikaru,1062,false,expert,,,,
hebrew-1603_alcoholicdrink-1-1,hebrew-1603_alcoholicdrink-1,ʃeːkaːr,1062,false,expert,,,,
syriac-1605_intoxicatingdrinknotmadefromgrapes-1-1,syriac-1605_intoxicatingdrinknotmadefromgrapes-1,ʃakraː,1062,false,expert,,,,
arabic-1603_alcoholicdrink-1-1,arabic-1603_alcoholicdrink-1,sakar-,1062,false,expert,,,,
ps-1606_tobecomeinebriated-1-1,ps-1606_tobecomeinebriated-1,ʃkr,1063,false,expert,,,,
akkadian-1606_tobecomeinebriated-1-1,akkadian-1606_tobecomeinebriated-1,ʃakaːru,1063,false,expert,,,,
ugaritic-1606_tobecomeinebriated-1-1,ugaritic-1606_tobecomeinebriated-1,ʃkr,1063,false,expert,,,,
hebrew-1606_tobecomeinebriated-1-1,hebrew-1606_tobecomeinebriated-1,ʃkr,1063,false,expert,,,,
syriac-1607_tobecomeintoxicated-1-1,syriac-1607_tobecomeintoxicated-1,ʃkr,1063,false,expert,,,,
arabic-1606_tobecomeinebriated-1-1,arabic-1606_tobecomeinebriated-1,skr,1063,false,expert,,,,
geez-1606_tobecomeinebriated-1-1,geez-1606_tobecomeinebriated-1,sakra,1063,false,expert,,,,
ps-1608_togrind-1-1,ps-1608_togrind-1,tˤħn,1064,false,expert,,,,
akkadian-1609_togrindintoflour-1-1,akkadian-1609_togrindintoflour-1,tˤênu,1064,false,expert,,,,
ugaritic-1608_togrind-1-1,ugaritic-1608_togrind-1,tˤħn,1064,false,expert,,,,
hebrew-1608_togrind-1-1,hebrew-1608_togrind-1,tˤħn,1064,false,expert,,,,
syriac-1608_togrind-1-1,syriac-1608_togrind-1,tˤħn,1064,false,expert,,,,
arabic-1608_togrind-1-1,arabic-1608_togrind-1,tˤħn,1064,false,expert,,,,
geez-1610_flour-1-1,geez-1610_flour-1,tˤəħn,1064,false,expert,,,,
ps-1611_tosieve-1-1,ps-1611_tosieve-1,npj,1065,false,expert,,,,
akkadian-1612_tosift-1-1,akkadian-1612_tosift-1,napû,1065,false,expert,,,,
hebrew-1613_sieve-1-1,hebrew-1613_sieve-1,naːpaː,1065,false,expert,,,,
hebrew-1614_pitofanwinnowsift-1-1,hebrew-1614_pitofanwinnowsift-1,npj,1065,false,expert,,,,
syriac-1615_dirt-1-1,syriac-1615_dirt-1,nfaːtaː,1065,false,expert,,,,
arabic-1616_kindofsievemadeofpalmleaves-1-1,arabic-1616_kindofsievemadeofpalmleaves-1,nafijj-,1065,false,expert,,,,
geez-1617_tofanwinnowsift-1-1,geez-1617_tofanwinnowsift-1,nafaja,1065,false,expert,,,,
ps-1611_tosieve-2-1,ps-1611_tosieve-2,nxl,1066,false,expert,,,,
akkadian-1612_tosift-2-1,akkadian-1612_tosift-2,naxaːlu,1066,false,expert,,,,
syriac-1618_tosifttosprinkle-1-1,syriac-1618_tosifttosprinkle-1,nħl,1066,false,expert,,,,
arabic-1611_tosieve-1-1,arabic-1611_tosieve-1,nxl,1066,false,expert,,,,
ps-1610_flour-1-1,ps-1610_flour-1,qˤamħ-,1067,false,expert,,,,
akkadian-1610_flour-1-1,akkadian-1610_flour-1,qˤeːmu,1067,false,expert,,,,
ugaritic-1610_flour-1-1,ugaritic-1610_flour-1,qˤmħ,1067,false,expert,,,,
hebrew-1610_flour-1-1,hebrew-1610_flour-1,qˤæmaħ,1067,false,expert,,,,
syriac-1610_flour-1-1,syriac-1610_flour-1,qˤamħaː,1067,false,expert,,,,
arabic-662_wheat-2-1,arabic-662_wheat-2,qamħ-,1067,false,expert,,,,
geez-1619_fruityield-1-1,geez-1619_fruityield-1,qˤamħ,1067,false,expert,,,,
ps-1620_toknead-1-1,ps-1620_toknead-1,lwʃ,1068,false,expert,,,,
akkadian-1620_toknead-1-1,akkadian-1620_toknead-1,lâʃu,1068,false,expert,,,,
hebrew-1620_toknead-1-1,hebrew-1620_toknead-1,lwʃ,1068,false,expert,,,,
syriac-1620_toknead-1-1,syriac-1620_toknead-1,lwʃ,1068,false,expert,,,,
arabic-1621_torollamorseloffoodinmeltedfat-1-1,arabic-1621_torollamorseloffoodinmeltedfat-1,lwθ,1068,false,expert,,,,
geez-1620_toknead-1-1,geez-1620_toknead-1,losa,1068,false,expert,,,,
ps-1622_tobake-1-1,ps-1622_tobake-1,ʔpj,1069,false,expert,,,,
akkadian-1622_tobake-1-1,akkadian-1622_tobake-1,epû,1069,false,expert,,,,
ugaritic-1622_tobake-1-1,ugaritic-1622_tobake-1,ʔapj,1069,false,expert,,,,
hebrew-1622_tobake-1-1,hebrew-1622_tobake-1,ʔaːpaː,1069,false,expert,,,,
syriac-1622_tobake-1-1,syriac-1622_tobake-1,ʔfj,1069,false,expert,,,,
arabic-1623_bakingtray-1-1,arabic-1623_bakingtray-1,miːfa,1069,false,expert,,,,
geez-1624_baked-1-1,geez-1624_baked-1,ʔəfuj,1069,false,expert,,,,
ps-1625_toboilcook-1-1,ps-1625_toboilcook-1,ʃlqˤ,1070,false,expert,,,,
akkadian-1625_toboilcook-1-1,akkadian-1625_toboilcook-1,salaːqˤu,1070,false,expert,,,,
hebrew-1625_toboilcook-1-1,hebrew-1625_toboilcook-1,ʃlqˤ,1070,false,expert,,,,
syriac-1625_toboilcook-1-1,syriac-1625_toboilcook-1,ʃlqˤ,1070,false,expert,,,,
arabic-1625_toboilcook-1-1,arabic-1625_toboilcook-1,slq,1070,false,expert,,,,
ps-1626_tobecookedreadyripe-1-1,ps-1626_tobecookedreadyripe-1,bʃl,1071,false,expert,,,,
akkadian-1627_toboiltoroast-1-1,akkadian-1627_toboiltoroast-1,baʃaːlu,1071,false,expert,,,,
ugaritic-1625_toboilcook-1-1,ugaritic-1625_toboilcook-1,bʃl,1071,false,expert,,,,
hebrew-1628_boilseethegrowripe-1-1,hebrew-1628_boilseethegrowripe-1,baːʃal,1071,false,expert,,,,
hebrew-1629_togrowripetoboil-1-1,hebrew-1629_togrowripetoboil-1,bʃl,1071,false,expert,,,,
syriac-1630_toripen-1-1,syriac-1630_toripen-1,bʃl,1071,false,expert,,,,
arabic-1631_ivtoboilunripedates-1-1,arabic-1631_ivtoboilunripedates-1,bsl,1071,false,expert,,,,
geez-1626_tobecookedreadyripe-1-1,geez-1626_tobecookedreadyripe-1,basala,1071,false,expert,,,,
ps-761_eagle-1-1,ps-761_eagle-1,ɣ-r-n-,1075,false,expert,,,,
akkadian-761_eagle-2-1,akkadian-761_eagle-2,urinnu,1075,false,expert,,,,
arabic-1632_aigleeagle-1-1,arabic-1632_aigleeagle-1,ɣaran-,1075,false,expert,,,,
ps-1633_kindofinsect-1-1,ps-1633_kindofinsect-1,x-nzz-,1076,false,expert,,,,
akkadian-1634_agreenwingedinsectabird-1-1,akkadian-1634_agreenwingedinsectabird-1,xanziziːtu,1076,false,expert,,,,
arabic-1635_mouchequisattaqueauchameausintroduitdanssonnezetletourmenteflythatattacksthecamelgetsintoitsnoseandtormentsit-1-1,arabic-1635_mouchequisattaqueauchameausintroduitdanssonnezetletourmenteflythatattacksthecamelgetsintoitsnoseandtormentsit-1,xunzuwaːnat-,1076,false,expert,,,,
ps-695_ram-3-1,ps-695_ram-3,ka,1077,false,expert,,,,
akkadian-1636_abreedofsheep-1-1,akkadian-1636_abreedofsheep-1,kirru,1077,false,expert,,,,
ugaritic-695_ram-1-1,ugaritic-695_ram-1,kr,1077,false,expert,,,,
hebrew-1637_youngram-1-1,hebrew-1637_youngram-1,kar,1077,false,expert,,,,
ps-1633_kindofinsect-2-1,ps-1633_kindofinsect-2,m-n-,1078,false,expert,,,,
akkadian-1638_caterpillar-1-1,akkadian-1638_caterpillar-1,muːnu,1078,false,expert,,,,
syriac-1639_weevilfly-1-1,syriac-1639_weevilfly-1,mniːnaː,1078,false,expert,,,,
arabic-1640_araigneespider-1-1,arabic-1640_araigneespider-1,minanat-,1078,false,expert,,,,
ps-842_bull-2-1,ps-842_bull-2,mir-,1079,false,expert,,,,
akkadian-1641_youngbull-1-1,akkadian-1641_youngbull-1,miːru,1079,false,expert,,,,
ps-528_kindofbird-5-1,ps-528_kindofbird-5,n-ʃ-p-,1080,false,expert,,,,
akkadian-530_abird-3-1,akkadian-530_abird-3,enʃupu,1080,false,expert,,,,
hebrew-1642_ibis-1-1,hebrew-1642_ibis-1,janʃuːp,1080,false,expert,,,,
arabic-1643_kindofbirdsimilartotheswallowandprovidedwithaverylongbeak-1-1,arabic-1643_kindofbirdsimilartotheswallowandprovidedwithaverylongbeak-1,nussaːf-,1080,false,expert,,,,
ps-1644_todigtomakeahole-1-1,ps-1644_todigtomakeahole-1,pħr,1083,false,expert,,,,
ps-1645_kindofsnakeworm-1-1,ps-1645_kindofsnakeworm-1,ʃibb-,1084,false,expert,,,,
akkadian-552_asnake-1-1,akkadian-552_asnake-1,ʃibbu,1084,false,expert,,,,
ps-1646_cat-1-1,ps-1646_cat-1,ʃu,1085,false,expert,,,,
akkadian-1646_cat-1-1,akkadian-1646_cat-1,ʃuraːnu,1085,false,expert,,,,
syriac-1647_catweaselanimalthateatschickens-1-1,syriac-1647_catweaselanimalthateatschickens-1,ʃuːrnaː,1085,false,expert,,,,
arabic-1646_cat-1-1,arabic-1646_cat-1,sunnaːr-,1085,false,expert,,,,
ps-528_kindofbird-6-1,ps-528_kindofbird-6,t-rr-,1087,false,expert,,,,
akkadian-530_abird-4-1,akkadian-530_abird-4,tarru,1087,false,expert,,,,
ugaritic-1648_turtledove-1-1,ugaritic-1648_turtledove-1,tr,1087,false,expert,,,,
hebrew-1648_turtledove-1-1,hebrew-1648_turtledove-1,toːr,1087,false,expert,,,,
syriac-912_swallow-2-1,syriac-912_swallow-2,trr,1087,false,expert,,,,
ps-874_headofsmallcattle-2-1,ps-874_headofsmallcattle-2,θ-l-,1088,false,expert,,,,
akkadian-1649_youngmalesheep-1-1,akkadian-1649_youngmalesheep-1,aslu,1088,false,expert,,,,
arabic-1650_flockofsheeporgoats-1-1,arabic-1650_flockofsheeporgoats-1,θallat-,1088,false,expert,,,,
ps-1651_viscerainnerorganintestine-1-1,ps-1651_viscerainnerorganintestine-1,dann-,1093,false,expert,,,,
akkadian-1652_apartoftheliver-1-1,akkadian-1652_apartoftheliver-1,danaːnu,1093,false,expert,,,,
ps-1653_partorboneofthelegofanimal-1-1,ps-1653_partorboneofthelegofanimal-1,g-d-at-,1095,false,expert,,,,
akkadian-1654_partofthelowerlegofaquadruped-1-1,akkadian-1654_partofthelowerlegofaquadruped-1,gudgudaːtu,1095,false,expert,,,,
geez-1655_thighboneshinbonetibialeglargeboneofthelegshoulderofanimal-1-1,geez-1655_thighboneshinbonetibialeglargeboneofthelegshoulderofanimal-1,ʔagadaː,1095,false,expert,,,,
ps-576_wing-2-1,ps-576_wing-2,gapp-,1099,false,expert,,,,
akkadian-576_wing-1-1,akkadian-576_wing-1,gappu,1099,false,expert,,,,
hebrew-1656_thelongportionofthewingarmsshoulders-1-1,hebrew-1656_thelongportionofthewingarmsshoulders-1,gap,1099,false,expert,,,,
syriac-1657_wingarmfinellfathom-1-1,syriac-1657_wingarmfinellfathom-1,geppaː,1099,false,expert,,,,
arabic-1658_agiterlesailesseditdunoiseauquicouvetowavewingssaidofabroodingbird-1-1,arabic-1658_agiterlesailesseditdunoiseauquicouvetowavewingssaidofabroodingbird-1,gff,1099,false,expert,,,,
arabic-1659_sagiterherissersesplumesetleverlesailescommefaitunoiseauquicouvesesoeufsalapprochedunennemitoflutterbristleitsfeathersandliftitswingslikeabirdthatincubatesitseggswhenanenemyapproaches-1-1,arabic-1659_sagiterherissersesplumesetleverlesailescommefaitunoiseauquicouvesesoeufsalapprochedunennemitoflutterbristleitsfeathersandliftitswingslikeabirdthatincubatesitseggswhenanenemyapproaches-1,gfgf,1099,false,expert,,,,
ps-1660_tobegiddyhavepaininthehead-1-1,ps-1660_tobegiddyhavepaininthehead-1,dwm,1103,false,expert,,,,
akkadian-1661_tobegiddystagger-1-1,akkadian-1661_tobegiddystagger-1,dâmu,1103,false,expert,,,,
arabic-1662_vertigogiddinessinthehead-1-1,arabic-1662_vertigogiddinessinthehead-1,duwaːm-,1103,false,expert,,,,
ps-1663_tobuyouttoransomtoredeem-1-1,ps-1663_tobuyouttoransomtoredeem-1,pdj,1104,false,expert,,,,
akkadian-1664_tosparetorelease-1-1,akkadian-1664_tosparetorelease-1,padû,1104,false,expert,,,,
ugaritic-1665_toransomtoredeem-1-1,ugaritic-1665_toransomtoredeem-1,pdj,1104,false,expert,,,,
hebrew-1663_tobuyouttoransomtoredeem-1-1,hebrew-1663_tobuyouttoransomtoredeem-1,pdj,1104,false,expert,,,,
arabic-1666_tobuyouttoransomtoredeem-1-1,arabic-1666_tobuyouttoransomtoredeem-1,fdj,1104,false,expert,,,,
geez-1667_payingrewardingcompensating-1-1,geez-1667_payingrewardingcompensating-1,fdj,1104,false,expert,,,,
ps-1668_tospeakemphaticallytopray-1-1,ps-1668_tospeakemphaticallytopray-1,bhl,1107,false,expert,,,,
akkadian-1669_topraytotobeseechtosupplicate-1-1,akkadian-1669_topraytotobeseechtosupplicate-1,baʔaːlu,1107,false,expert,,,,
arabic-1670_tocurseviiitoaddresswithearnestenergeticsupplication-1-1,arabic-1670_tocurseviiitoaddresswithearnestenergeticsupplication-1,bhl,1107,false,expert,,,,
geez-828_tosay-1-1,geez-828_tosay-1,bəhla,1107,false,expert,,,,
ps-1671_tobeofbadqualitytobeputridtostink-1-1,ps-1671_tobeofbadqualitytobeputridtostink-1,bʔʃ,1108,false,expert,,,,
akkadian-1672_tosmellbadbeofbadquality-1-1,akkadian-1672_tosmellbadbeofbadquality-1,baʔaːʃu,1108,false,expert,,,,
ugaritic-1673_tostink-1-1,ugaritic-1673_tostink-1,bʔʃ,1108,false,expert,,,,
ugaritic-1674_badfoulsmelling-1-1,ugaritic-1674_badfoulsmelling-1,bʔiʃt,1108,false,expert,,,,
hebrew-1673_tostink-1-1,hebrew-1673_tostink-1,bʔʃ,1108,false,expert,,,,
hebrew-1675_sourunripeberries-1-1,hebrew-1675_sourunripeberries-1,bəʔuːʃiːm,1108,false,expert,,,,
syriac-1676_tobebaddispleasetobeinabadconditiontobeinpaingrieve-1-1,syriac-1676_tobebaddispleasetobeinabadconditiontobeinpaingrieve-1,beʃ,1108,false,expert,,,,
arabic-1677_tobeinastateofdistresspoverty-1-1,arabic-1677_tobeinastateofdistresspoverty-1,bʔs,1108,false,expert,,,,
arabic-1678_veryevilorbadishe-1-1,arabic-1678_veryevilorbadishe-1,biʔsa,1108,false,expert,,,,
geez-1679_tobebad-1-1,geez-1679_tobebad-1,bəʔsa,1108,false,expert,,,,
ps-1680_tobeashamed-1-1,ps-1680_tobeashamed-1,bwθ,1109,false,expert,,,,
akkadian-1681_tocometoshame-1-1,akkadian-1681_tocometoshame-1,bâʃu,1109,false,expert,,,,
ugaritic-1682_beashamed-1-1,ugaritic-1682_beashamed-1,bθ,1109,false,expert,,,,
ugaritic-1683_shameshamelessness-1-1,ugaritic-1683_shameshamelessness-1,bθt,1109,false,expert,,,,
hebrew-1682_beashamed-1-1,hebrew-1682_beashamed-1,bwʃ,1109,false,expert,,,,
hebrew-1684_shame-1-1,hebrew-1684_shame-1,buːʃaː,1109,false,expert,,,,
hebrew-1684_shame-2-1,hebrew-1684_shame-2,boːʃæt,1109,false,expert,,,,
syriac-1685_tobeashamedtobeconfused-1-1,syriac-1685_tobeashamedtobeconfused-1,bht,1109,false,expert,,,,
arabic-1686_calumnyslanderfalseaccusation-1-1,arabic-1686_calumnyslanderfalseaccusation-1,buhtaːn-,1109,false,expert,,,,
ps-1687_toblowbreatheinflate-1-1,ps-1687_toblowbreatheinflate-1,npx,1110,false,expert,,,,
akkadian-1688_toblowsomethinghissetc-1-1,akkadian-1688_toblowsomethinghissetc-1,napaːxu,1110,false,expert,,,,
hebrew-1689_toblow-1-1,hebrew-1689_toblow-1,npħ,1110,false,expert,,,,
syriac-1689_toblow-1-1,syriac-1689_toblow-1,npħ,1110,false,expert,,,,
arabic-1690_todiffuseofodourtoblowofwind-1-1,arabic-1690_todiffuseofodourtoblowofwind-1,nfħ,1110,false,expert,,,,
arabic-1691_toblowwithmouth-1-1,arabic-1691_toblowwithmouth-1,nfx,1110,false,expert,,,,
geez-1692_toblowbreatheoninflatesoundaninstrumentblowahorntrumpet-1-1,geez-1692_toblowbreatheoninflatesoundaninstrumentblowahorntrumpet-1,nafxa,1110,false,expert,,,,
ps-1693_god-1-1,ps-1693_god-1,ʔil-,1116,false,expert,,,,
akkadian-1693_god-1-1,akkadian-1693_god-1,ilu,1116,false,expert,,,,
hebrew-1693_god-1-1,hebrew-1693_god-1,ʔeːl,1116,false,expert,,,,
ps-1689_toblow-1-1,ps-1689_toblow-1,nʃb,1117,false,expert,,,,
akkadian-1694_toblowawaywinnow-1-1,akkadian-1694_toblowawaywinnow-1,nasaːbu,1117,false,expert,,,,
hebrew-1695_window-1-1,hebrew-1695_window-1,ʔæʃnaːb,1117,false,expert,,,,
hebrew-1689_toblow-2-1,hebrew-1689_toblow-2,nʃb,1117,false,expert,,,,
syriac-1689_toblow-2-1,syriac-1689_toblow-2,nʃb,1117,false,expert,,,,
arabic-1696_ivtobeviolentanddrivealongthedustandpebblesaboutwind-1-1,arabic-1696_ivtobeviolentanddrivealongthedustandpebblesaboutwind-1,nsb,1117,false,expert,,,,
ps-1697_tobelamehaveadislocatedlimb-1-1,ps-1697_tobelamehaveadislocatedlimb-1,psħ,1119,false,expert,,,,
akkadian-1698_lamecrippled-1-1,akkadian-1698_lamecrippled-1,pessû,1119,false,expert,,,,
hebrew-1699_tobelamelimp-1-1,hebrew-1699_tobelamelimp-1,psħ,1119,false,expert,,,,
hebrew-1700_limping-1-1,hebrew-1700_limping-1,pisseːaħ,1119,false,expert,,,,
arabic-1701_todislocatetoremovefromitsplacetoseparatetodispersetobeweakinintellectandinbody-1-1,arabic-1701_todislocatetoremovefromitsplacetoseparatetodispersetobeweakinintellectandinbody-1,fsx,1119,false,expert,,,,
arabic-1702_iiavoirlesmembresducorpslachessansvigeurtohaveloosebodymemberswithoutvigor-1-1,arabic-1702_iiavoirlesmembresducorpslachessansvigeurtohaveloosebodymemberswithoutvigor-1,fʃx,1119,false,expert,,,,
ps-1703_without-1-1,ps-1703_without-1,b-l,1126,false,expert,,,,
akkadian-1704_withoutwithouttheconsentofapartfromintheabsenceof-1-1,akkadian-1704_withoutwithouttheconsentofapartfromintheabsenceof-1,balu,1126,false,expert,,,,
ugaritic-1703_without-1-1,ugaritic-1703_without-1,bl,1126,false,expert,,,,
hebrew-1703_without-1-1,hebrew-1703_without-1,bəliː,1126,false,expert,,,,
syriac-1703_without-1-1,syriac-1703_without-1,blaj,1126,false,expert,,,,
arabic-1703_without-1-1,arabic-1703_without-1,bilaː,1126,false,expert,,,,
geez-1705_withoutsavebeforeexceptforbutratheroutsideofbesidesapartfromregardlessof-1-1,geez-1705_withoutsavebeforeexceptforbutratheroutsideofbesidesapartfromregardlessof-1,ʔənbala,1126,false,expert,,,,
ps-1706_tobuild-1-1,ps-1706_tobuild-1,bnj,1128,false,expert,,,,
akkadian-1707_tobuildtocreate-1-1,akkadian-1707_tobuildtocreate-1,banû,1128,false,expert,,,,
ugaritic-1706_tobuild-1-1,ugaritic-1706_tobuild-1,bnj,1128,false,expert,,,,
hebrew-1706_tobuild-1-1,hebrew-1706_tobuild-1,bnj,1128,false,expert,,,,
arabic-1706_tobuild-1-1,arabic-1706_tobuild-1,bnj,1128,false,expert,,,,
ps-1708_toface-1-1,ps-1708_toface-1,mxr,1144,false,expert,,,,
akkadian-1709_tofacetoapproachtoaccept-1-1,akkadian-1709_tofacetoapproachtoaccept-1,maxaːru,1144,false,expert,,,,
akkadian-1710_pastbygonetimebeforeinthepresenceinfrontof-1-1,akkadian-1710_pastbygonetimebeforeinthepresenceinfrontof-1,maxru,1144,false,expert,,,,
arabic-1711_tocleavethewaterwithitsstemtofacethewindship-1-1,arabic-1711_tocleavethewaterwithitsstemtofacethewindship-1,mxr,1144,false,expert,,,,
ps-1712_toenclosetoprotecttoshelter-1-1,ps-1712_toenclosetoprotecttoshelter-1,gnn,1175,false,expert,,,,
akkadian-1713_toconfine-1-1,akkadian-1713_toconfine-1,ganaːnu,1175,false,expert,,,,
hebrew-1714_toenclosetofencetoprotect-1-1,hebrew-1714_toenclosetofencetoprotect-1,gnn,1175,false,expert,,,,
syriac-1715_aphtomakedwell-1-1,syriac-1715_aphtomakedwell-1,gnn,1175,false,expert,,,,
arabic-1716_toveiltoconcealtocovertoprotect-1-1,arabic-1716_toveiltoconcealtocovertoprotect-1,gnn,1175,false,expert,,,,
ps-1717_shoe-1-1,ps-1717_shoe-1,ɬaʔn-,1193,false,expert,,,,
akkadian-1718_atypeofshoe-1-1,akkadian-1718_atypeofshoe-1,meʃeːnu,1193,false,expert,,,,
akkadian-1717_shoe-1-1,akkadian-1717_shoe-1,ʃeːnu,1193,false,expert,,,,
ugaritic-1719_shoesandalsrim-1-1,ugaritic-1719_shoesandalsrim-1,ʃʔn,1193,false,expert,,,,
hebrew-1720_boot-1-1,hebrew-1720_boot-1,səʔoːn,1193,false,expert,,,,
syriac-1717_shoe-1-1,syriac-1717_shoe-1,msaːnaː,1193,false,expert,,,,
geez-1717_shoe-1-1,geez-1717_shoe-1,ɬaːʔn,1193,false,expert,,,,
ps-1721_toplace-1-1,ps-1721_toplace-1,ʃkn,1203,false,expert,,,,
akkadian-1722_toplacetoestablish-1-1,akkadian-1722_toplacetoestablish-1,ʃakaːnu,1203,false,expert,,,,
ps-1723_tohavegreyhair-1-1,ps-1723_tohavegreyhair-1,ɬjb,1207,false,expert,,,,
akkadian-1724_tobecomeold-1-1,akkadian-1724_tobecomeold-1,ʃâbu,1207,false,expert,,,,
hebrew-1725_tobegreyheadedold-1-1,hebrew-1725_tobegreyheadedold-1,ɬjb,1207,false,expert,,,,
arabic-1726_tobecomewhitehairedhoary-1-1,arabic-1726_tobecomewhitehairedhoary-1,ʃjb,1207,false,expert,,,,
geez-1727_toturngreyhair-1-1,geez-1727_toturngreyhair-1,ɬeba,1207,false,expert,,,,
ps-1728_tohaveanosewithacutofftiphaveaslitlip-1-1,ps-1728_tohaveanosewithacutofftiphaveaslitlip-1,ɬrm,1208,false,expert,,,,
syriac-1729_flatnosed-1-1,syriac-1729_flatnosed-1,sraːmaː,1208,false,expert,,,,
syriac-1730_beingflatnosed-1-1,syriac-1730_beingflatnosed-1,sraːmuːtaː,1208,false,expert,,,,
arabic-1731_havingthenoseslit-1-1,arabic-1731_havingthenoseslit-1,ʔaʃram-,1208,false,expert,,,,
ps-1732_tocutsplitbreak-1-1,ps-1732_tocutsplitbreak-1,ɬrm,1209,false,expert,,,,
akkadian-1733_tobreakopenasealcuttosizepruneweed-1-1,akkadian-1733_tobreakopenasealcuttosizepruneweed-1,ʃaraːmu,1209,false,expert,,,,
syriac-324_tobreak-1-1,syriac-324_tobreak-1,ʃrm,1209,false,expert,,,,
arabic-1734_fendrelegerementdechirerlegerementycauserunedechiruretocracklightlytearlightlycauseatear-1-1,arabic-1734_fendrelegerementdechirerlegerementycauserunedechiruretocracklightlytearlightlycauseatear-1,ʃrm,1209,false,expert,,,,
arabic-1735_womanhavinghervaginaandrectumunitedbytherendingoftheseparationbetweenthem-1-1,arabic-1735_womanhavinghervaginaandrectumunitedbytherendingoftheseparationbetweenthem-1,ʃariːm-,1209,false,expert,,,,
ps-1736_kindofdiseasefevercoldintheheadplague-1-1,ps-1736_kindofdiseasefevercoldintheheadplague-1,ʕaw,1220,false,expert,,,,
akkadian-1737_tobenauseated-1-1,akkadian-1737_tobenauseated-1,âʃu,1220,false,expert,,,,
akkadian-1738_adiseaseaffectingtheheadvisionetc-1-1,akkadian-1738_adiseaseaffectingtheheadvisionetc-1,aʃû,1220,false,expert,,,,
arabic-1739_certainemaladiedeschameauxakindofcameldisease-1-1,arabic-1739_certainemaladiedeschameauxakindofcameldisease-1,ɣusaːs-,1220,false,expert,,,,
ps-1740_pestilenceplague-1-1,ps-1740_pestilenceplague-1,da,1224,false,expert,,,,
akkadian-1741_acalamity-1-1,akkadian-1741_acalamity-1,dibiru,1224,false,expert,,,,
ugaritic-1742_plaguepestilence-1-1,ugaritic-1742_plaguepestilence-1,dbr,1224,false,expert,,,,
hebrew-1743_bubonicplague-1-1,hebrew-1743_bubonicplague-1,dæbær,1224,false,expert,,,,
arabic-1742_plaguepestilence-1-1,arabic-1742_plaguepestilence-1,dabl-,1224,false,expert,,,,
arabic-1744_ivtogobackwardtoabadstatetodie-1-1,arabic-1744_ivtogobackwardtoabadstatetodie-1,dbr,1224,false,expert,,,,
arabic-1745_death-1-1,arabic-1745_death-1,dabr-,1224,false,expert,,,,
arabic-1746_plmalheuradversiteinfortunemisfortuneadversity-1-1,arabic-1746_plmalheuradversiteinfortunemisfortuneadversity-1,dibaːr-,1224,false,expert,,,,
arabic-1747_touxcoqueluchecoughwhoopingcough-1-1,arabic-1747_touxcoqueluchecoughwhoopingcough-1,dabarat-,1224,false,expert,,,,
arabic-1748_plaieulcereaudosdunchameauwoundulceronthebackofacamel-1-1,arabic-1748_plaieulcereaudosdunchameauwoundulceronthebackofacamel-1,dabarat-,1224,false,expert,,,,
