ID,Name,Concepticon_ID,Concepticon_Gloss
1042_vulvafemalegenitals,"vulva, female genitals",1837,VULVA
1043_clitoris,clitoris,3257,CLITORIS
1044_vulva,vulva,1837,VULVA
1045_vulvavagina,"vulva, vagina",1837,VULVA
1046_foreskin,foreskin,,
1047_penis,penis,1222,PENIS
1048_studbreedanimal,"stud, breed animal",,
1049_testicles,testicles,797,TESTICLES
1050_stallionmaleanimalusedforfecundation,"stallion, male animal used for fecundation",936,STALLION
1051_themalepalmtree,the male palmtree,,
1052_tobelasxivioussexuallyarousedanimals,"to be lasxivious, sexually aroused (animals)",,
1053_afterbirth,afterbirth,,
1054_afterbirthwomb,"afterbirth, womb",804,WOMB
1055_embryo,embryo,,
1056_placentaafterbirth,"placenta, afterbirth",3388,PLACENTA
1057_childmaleoffspring,"child, male offspring",2099,CHILD
1058_thinskininwhichistheftus,"thin skin, in which is the fœtus",,
1059_foetusembryo,"foetus, embryo",,
1060_craneteteskullhead,crâne; tête (skull; head),1256,HEAD
1061_lung,lung,688,LUNG
1062_partofsheepslung,part of sheep's lung,,
1063_ramifiedbloodvesselarterybronchiae,"ramified bloodvessel, artery; bronchiae",1925,ARTERY
1064_hipbone,hip(-bone),1745,HIP
1065_rearrearside,"rear, rear side",2134,RAISE (BRING UP)
1066_afterbehind,"after, behind",1685,AFTER
1067_hips,hips (?),,
1068_upperthighside,upper thigh; side,682,SIDE
1069_haunchupperthigh,"haunch, upper thigh",,
1070_towatchtoprotect,"to watch, to protect",2900,PROTECT
1071_toprotectdefend,"to protect, defend",2900,PROTECT
1072_tobeskillfulintelligentendowedwithmagicalpower,"to be skillful, intelligent, endowed with magical power",2530,SMART
1073_wise,wise,698,WISE
1074_tomakespellsorincantations,to make spells or incantations,,
1075_magicspell,magic spell,,
1076_magic,magic,392,MAGIC
1077_magicarts,magic arts,,
1078_topracticesorcery,to practice sorcery,,
1079_totread,to tread,575,TREAD
1080_tostepupontomakecompacttolettimepass,to step upon; to make compact; to let time pass,,
1081_tofillupwithearthiitopresssqueeze,"to fill up with earth; II. to press, squeeze",1414,SQUEEZE
1082_tocutsplit,"to cut, split",1432,CUT
1083_tocutdown,to cut (down),1432,CUT
1084_totrim,to trim,,
1085_tocrumbleinoneshand,to crumble in one’s hand,,
1086_tocrytoshout,"to cry, to shout",1839,CRY
1087_toroar,to roar,3896,ROAR
1088_tobray,to bray,,
1089_toutteranoise,to utter a noise,,
1090_honey,honey,942,HONEY
1091_datesyrup,datesyrup,,
1092_templecheekbone,"temple, cheek-bone",911,TEMPLE
1093_temple,temple,911,TEMPLE
1094_areabetweenthejawandtheneck,area between the jaw and the neck,,
1095_tobestrongvigorous,"to be strong, vigorous",785,STRONG
1096_strength,strength,202,STRENGTH
1097_strong,strong,785,STRONG
1098_tobeinagoodrightproperstate,"to be in a good, right, proper state",1019,RIGHT
1099_tolookat,to look at,1819,LOOK
1100_signmark,"sign, mark",1720,SIGN
1101_terebinth,terebinth,,
1102_tohaveindigestion,to have indigestion,,
1103_toglowtoburnofintestines,"to glow, to burn (of intestines)",2102,BURN
1104_tosufferfromindigestion,to suffer from indigestion,,
1105_nosesnoutmuzzlebeak,"nose, snout, muzzle, beak",1221,NOSE
1106_muzzlesnout,"muzzle, snout",2200,SNOUT
1107_thedistinctivefeatureofthefacenosenostril,"the distinctive feature of the face, nose, nostril",1221,NOSE
1108_muzzlebeak,"muzzle, beak",73,BEAK
1109_field,field,212,FIELD
1110_toleave,to leave,1752,LEAVE
1111_toremaintobeleftovertoleave,"to remain, to be left over; to leave",1752,LEAVE
1112_hill,hill,614,HILL
1113_kindoflargeaquaticanimal,kind of large aquatic animal,,
1114_amythicalseamonster,a mythical seamonster,,
1115_speciespiscismariniiqkawsay,"species piscis marini, i.q. kawsay",,
1116_toturntotwisttosurround,"to turn, to twist, to surround",1588,TURN
1117_tomoveinacircle,to move in a circle,,
1118_totwist,to twist,430,TWIST
1119_tobetwistedwrapped,"to be twisted, wrapped",,
1120_toeattotaste,"to eat, to taste",1336,EAT
1121_totakefoodordrink,to take food or drink,1401,DRINK
1122_tobenumerous,to be numerous,1198,MANY
1123_many,many,1198,MANY
1124_tobecomeflourishingandfresh,to become flourishing and fresh,,
1125_people,people,789,PEOPLE
1126_mankindhumanbeingspeople,"mankind, human beings, people",789,PEOPLE
1127_peoplemen,"people, men",789,PEOPLE
1128_tobelarge,to be large,1202,BIG
1129_big,big,1202,BIG
1130_tobecomenumeroustobegreat,to become numerous; to be great,1202,BIG
1131_tobecomebigtoincrease,to become big; to increase,1041,INCREASE
1132_toincreaseaugment,"to increase, augment",1041,INCREASE
1133_tobewickedruthless,"to be wicked, ruthless",45,EVIL
1134_tobehavethoughtlessly,to behave thoughtlessly,,
1135_badperson,bad person,2197,BAD PERSON
1136_tobeguilty,to be guilty,1682,GUILTY
1137_tocommitawickeddeedactwickedly,"to commit a wicked deed, act wickedly",,
1138_fasadulaynicorruptionoftheeye,fasādu lˁayni (corruption of the eye),,
1139_locationthatisbehindbeyondthetimepast,"location that is behind, beyond; the time past",,
1140_waist,waist,1681,WAIST
1141_toperish,to perish,2865,DIE (FROM ACCIDENT)
1142_todisappeartovanish,"to disappear, to vanish",485,DISAPPEAR
1143_pidestroy,(pi.) destroy,681,DESTROY
1144_tobeshabbyclothesivtowearoutagarment,"to be shabby (clothes), IV. to wear out (a garment)",,
1145_tobeconsumedtobewastedtoperishtocease,"to be consumed, to be wasted, to perish, to cease",1928,CEASE
1146_todig,to dig,1418,DIG
1147_tomakeaditchtoexcavate,"to make a ditch, to excavate",,
1148_tobeexactdonewithcare,"to be exact, done with care",1466,EXACT
1149_tomakeamarkupontheground,to make a mark upon the ground,,
1150_tolifttocarry,"to lift, to carry",700,CARRY
1151_tocarry,to carry,700,CARRY
1152_invalidsickperson,"invalid, sick person",,
1153_toraise,to raise,501,LIFT
1154_elevationheightloftyabode,"elevation, height, lofty abode",2936,ELEVATION
1155_tobeartocarrytotakeupandcarry,"to bear, to carry, to take up and carry",700,CARRY
1156_occiputbackoftheneck,"occiput, back of the neck",,
1157_partofneck,part of neck,,
1158_topoftheheadneck,"top of the head, neck",1333,NECK
1159_manefeathersontheneck,"mane, feathers on the neck",1918,MANE
1160_partbetweenthehumpandtheneck,part between the hump and the neck,,
1161_brainmarrow,"brain, marrow",1583,BRAIN
1162_topoftheheadbrainmarrow,"top of the head; brain, marrow",1583,BRAIN
1163_topoftheheadbrain,"top of the head, brain",1583,BRAIN
1164_bonemarrow,bonemarrow,,
1165_skullmarrowbrain,"skull; marrow, brain",1583,BRAIN
1166_brain,brain,1583,BRAIN
1167_tobewarmhot,"to be warm, hot",1286,HOT
1168_inflammation,inflammation,,
1169_towarmbewarmedpatowarmheat,"to warm, be warmed; (pa.) to warm, heat",612,HEAT
1170_towarm,to warm,1232,WARM
1171_akindofmushroom,a kind of mushroom,,
1172_truffle,truffle,,
1173_apertureoftheearearfacultyofhearing,"aperture of the ear, ear; (faculty of) hearing",1247,EAR
1174_cartilagesformingtheear,cartilages forming the ear,,
1175_cartilage,cartilage,,
1176_botharteriesbehindtheears,both arteries behind the ears,,
1177_nostril,nostril,1178,NOSTRIL
1178_nostrils,nostrils,1178,NOSTRIL
1179_forepartofthenose,fore part of the nose,,
1180_lip,lip,478,LIP
1181_cheekjaw,"cheek, jaw",1730,CHEEK
1182_jaw,jaw,798,JAW
1183_cheekside,cheek; side,1730,CHEEK
1184_cheek,cheek,1730,CHEEK
1185_chinjawbonecheek,"chin, jawbone, cheek",1510,CHIN
1186_jawjawbonejowl,"jaw, jawbone, jowl",798,JAW
1187_beard,beard,678,BEARD
1188_gum,gum,139,GUMS
1189_toothlessmouthgum,"toothless mouth, gum",139,GUMS
1190_gums,gums,139,GUMS
1191_socketsofteeth,sockets of teeth,,
1192_toothless,toothless,,
1193_partofthegumwhereteethgrow,part of the gum where teeth grow,,
1194_kindofsmallmammal,kind of small mammal,,
1195_mongoose,mongoose,3677,MONGOOSE
1196_looselyhangingandunplaitedhaironthehead,loosely hanging and unplaited hair on the head,,
1197_touncoverheadtountiehair,to uncover (head); to untie (hair),352,UNTIE
1198_chevelurehair,chevelure (hair),,
1199_stiffhair,(stiff) hair,1040,HAIR
1200_stiffwiryhair,"stiff, wiry (?) hair",,
1201_havingwiryhair,having wiry (?) hair,,
1202_neckandjawhair,neck and jaw hair,,
1203_hairhairoftheneckbackoftheheadandjawhaironthethighsofwomen,"hair, hair of the neck, back of the head and jaw; hair on the thighs (of women)",1040,HAIR
1204_wispyhaironthethighsandforeheadofwomen,wispy hair on the thighs and forehead (of women),,
1205_forelockhairontheforeheadofalion,"forelock, hair on the forehead (of a lion)",,
1206_sidewhiskersandpointedbeard,side whiskers and (pointed) beard,,
1207_extremelyagedman,extremely aged man,,
1208_palm,palm,1183,PALM OF HAND
1209_armhand,"arm, hand",2121,ARM OR HAND
1210_thehollowtheflatofthehand,"the hollow, the flat of the hand",3701,HOLLOW
1211_palmhand,"palm, hand",1277,HAND
1212_heelpalmofhandsoleoffoot,"heel, palm of hand, sole of foot",980,HEEL
1213_handclawpawhandful,"hand, claw, paw; handful",1277,HAND
1214_palmofthehand,palm of the hand,1183,PALM OF HAND
1215_winnowingshovel,winnowing shovel,,
1216_palmofhand,palm of hand,1183,PALM OF HAND
1217_hollowofthehand,hollow of the hand,,
1218_thehollowofbothhands,the hollow of both hands,,
1219_handfulfistful,"handful, fistful",,
1220_hollowcavitytrench,"hollow, cavity, trench",3701,HOLLOW
1221_thumb,thumb,1781,THUMB
1222_finger,finger,1303,FINGER
1223_thumbbigtoe,"thumb, big toe",1781,THUMB
1224_thumbtoe,"thumb, toe",1389,TOE
1225_shoulder,shoulder,1482,SHOULDER
1226_sternumorpartoftheribs,sternum or part of the ribs,2810,BREASTBONE
1227_shoulderupperarm,"shoulder, upper arm",1482,SHOULDER
1228_shoulderbladeshoulder,"shoulderblade, shoulder",1482,SHOULDER
1229_shouldershoulderblade,"shoulder, shoulder blade",1482,SHOULDER
1230_etlockjointtarsus,"etlock joint, tarsus",,
1231_fetlocklowerleg,"fetlock, lower leg",447,LOWER LEG
1232_articulus,articulus,,
1233_carpalendoftheulnacarpalbonewristbone,"carpal end of the ulna, carpal bone, wrist bone",,
1234_ankle,ankle,803,ANKLE
1235_anklebone,ankle bone,,
1236_ankles,ankles,,
1237_anklebonewrist,ankle bone; wrist,799,WRIST
1238_wingquillplumagefrond,"wing; quill, plumage, frond",1257,WING
1239_wingpinion,"wing, pinion",1257,WING
1240_wingfinoffishbranchoftreeborderofgarmentland,"wing; fin (of fish); branch of tree; border (of garment, land)",1257,WING
1241_stomachofanimals,stomach (of animals),819,STOMACH
1242_partoftheanimalstomach,part of the animal stomach,,
1243_abomasumstomach,"abomasum, stomach",819,STOMACH
1244_stomach,stomach,819,STOMACH
1245_kneeandshinbonelowerlegofanimal,knee and shin-bone; lower leg (of animal),447,LOWER LEG
1246_shinofanimals,shin (of animals),186,SHIN
1247_jarreteartejo,"jarrete, artejo",,
1248_lowerlegfibula,"lower leg, fibula",447,LOWER LEG
1249_shinleg,"shin, leg",1297,LEG
1250_shankshinbonelegofbothhumansandanimals,"shank, shinbone; leg (of both humans and animals)",1297,LEG
1251_three,three,492,THREE
1252_four,four,1500,FOUR
1253_five,five,493,FIVE
1254_six,six,1703,SIX
1255_seven,seven,1704,SEVEN
1256_eight,eight,1705,EIGHT
1257_nine,nine,1483,NINE
1258_ten,ten,1515,TEN
1259_tobendtoencircle,to bend; to encircle,2004,BEND
1260_tobendcurve,"to bend, curve",2004,BEND
1261_looptendril,"loop, tendril",,
1262_archdoorwaybowskullcap,"arch, doorway, bow; skullcap",994,BOW
1263_tobendtobowdown,"to bend, to bow down",2004,BEND
1264_tobendbowcurve,"to bend, bow, curve",2004,BEND
1265_tosewtheedgerefrain,to sew the edge; refrain,,
1266_bezelcollet,"bezel, collet",,
1267_tobeweak,(to be) weak,1601,WEAK
1268_tobeweakimpoverishedshaky,"to be weak, impoverished, shaky",1601,WEAK
1269_tobesickly,to be sickly,,
1270_what,what,1236,WHAT
1271_anythingallthat,"any(thing), all (that)",98,ALL
1272_toshinetobebright,"to shine, to be bright",708,SHINE
1273_lightshiningappearanceofthesunmoonandstarssultryweatheropenairopensun,"light, shining appearance of the sun, moon and stars, sultry weather, open air, open sun",630,LIGHT (RADIATION)
1274_thesun,the sun,1343,SUN
1275_periodofdayaftersunrise,period of day after sunrise,,
1276_totake,to take,1749,TAKE
1277_totaketoaccepttotakeover,"to take, to accept, to take over",1749,TAKE
1278_togetholdoftakegrasptoreceivecollectobtain,"to get hold of, take, grasp; to receive, collect, obtain",694,GET
1279_totakegraspacceptreceive,"to take, grasp; accept, receive",1749,TAKE
1280_tojointoputtogether,"to join, to put together",1743,JOIN
1281_friendcompanion,"friend, companion",1325,FRIEND
1282_friend,friend,1325,FRIEND
1283_yoke,yoke,14,YOKE
1284_tobesickill,"to be sick, ill",1847,SICK
1285_tofallill,to fall ill,2327,BECOME SICK
1286_tobebadpainful,"to be bad, painful",1129,PAINFUL
1287_tobeillsick,"to be ill, sick",1847,SICK
1288_tobediseaseddisordereddistemperedsickill,"to be diseased, disordered, distempered, sick, ill",1847,SICK
1289_toridetobejoinedconnectedtomount,"to ride; to (be) join(ed), connect(ed); to mount",367,RIDE
1290_tomounttomate,"to mount, to mate",705,GO UP (ASCEND)
1291_lightwarchariotchariotbody,(light war) chariot; chariot body,,
1292_toridetomounttoleapuponsexuallycopulatewith,"to ride; to mount; to leap upon, sexually copulate with",367,RIDE
1293_toride,to ride,367,RIDE
1294_tohaveintercourse,to have intercourse,,
1295_tosuck,to suck,1421,SUCK
1296_tirerlamoelledunostopullthemarrowoutofabone,tirer la moelle d’un os (to pull the marrow out of a bone),,
1297_tobeargivebirthto,"to bear, give birth to",1820,BEAR
1298_togivebirthtobear,"to give birth (to), bear",1820,BEAR
1299_boy,boy,1366,BOY
1300_togivebirthtobeget,"to give birth, to beget",1195,GIVE BIRTH
1301_tobeargivebirth,"to bear, give birth",1195,GIVE BIRTH
1302_achildsonyoungone,"a child, son, young one",1620,SON
1303_togivebirthbegetbearachildconceive,"to give birth, beget, bear (a child), conceive",1195,GIVE BIRTH
1304_towash,to wash,1453,WASH
1305_towashtobathetorinseoff,"to wash, to bathe, to rinse off",1453,WASH
1306_tosweattoperspire,"to sweat, to perspire",126,SWEAT (PERSPIRE)
1307_tobenarrow,to be narrow,1267,NARROW
1308_tograsptoputpressureoncaus,"to grasp, to put pressure on (caus.)",2021,GRASP
1309_hiptoharasspresshardtodrivesomeoneintoacorner,"(hip.) to harass, press hard; to drive someone into a corner",,
1310_patooppress,(pa.) to oppress,,
1311_taumelnder,Taumelnder,,
1312_agravediseasecharacterizedbyaheadache,a grave disease characterized by a headache,,
1313_sickperson,sick person,,
1314_sickness,sickness,1986,DISEASE
1315_tomenstruate,to menstruate,2827,MENSTRUATE
1316_faintsickmenstruating,"faint, sick, menstruating",1847,SICK
1317_tobeweakwretched,"to be weak, wretched",1601,WEAK
1318_tobesick,to be sick,1847,SICK
1319_tobemadcrazy,"to be mad, crazy",1899,MAD
1320_tobeinafrenzytoactcrazily,"to be in a frenzy, to act crazily",,
1321_atypeofextatic,a type of extatic,,
1322_folieaiguefureuracutemadnessfury,"folie aiguë, fureur (acute madness, fury)",,
1323_evilmischiefannoyanceharm,"evil, mischief; annoyance, harm",45,EVIL
1324_tobebaldontheforehead,to be bald (on the forehead),1125,BALD
1325_bald,bald,1125,BALD
1326_withrecedinghairline,with receding hairline,,
1327_recedinghairlinebarespot,receding hairline; bare spot,,
1328_baldontheforehead,bald on the forehead,,
1329_tobelchretchvomit,"to belch, retch, vomit",2245,BELCH
1330_tobelch,to belch,2245,BELCH
1331_hitpotovomitloudly,(hitpo.) to vomit loudly,,
1332_tospitoutbelchvomit,"to spit out, belch, vomit",1278,VOMIT
1333_todepositexcrements,to deposit excrements,,
1334_toburp,to burp,2789,BURP
1335_tobelchvomit,"to belch, vomit",2245,BELCH
1336_tobemadtalkwithoutsenseproduceincoherentsoundsinonessleep,"to be mad, talk without sense; produce incoherent sounds (in one’s sleep)",1899,MAD
1337_toproduceunnaturalsounds,to produce unnatural sounds,,
1338_topantinitssleepdog,to pant in its sleep (dog),,
1339_tolead,to lead,43,LEAD (GUIDE)
1340_deliredelirium,délire (delirium),,
1341_totalknonsense,to talk nonsense,,
1342_tobeimbecileweakmindedmadbemockedat,"to be imbecile, weak-minded, mad; be mocked at",1899,MAD
1343_weakling,weakling,,
1344_tobeinfatuatedtomakelookfoolishpotomakeamockeryofhitpotopretendtobemadtoactlikeamadman,to be infatuated; to make look foolish; (po.) to make a mockery of; (hitpo.) to pretend to be mad; to act like a madman,,
1345_foolishnessblindness,"foolishness, blindness",,
1346_aphtoscoffmocktodespisedisdaintopraise,"(aph.) to scoff, mock; to despise, disdain; to praise",2715,DESPISE
1347_injuresottise,injure; sottise,44,INJURE
1348_opinionideefaussequonsefaitsurquelquechoseopinionmisconceptionwehaveaboutsomething,"opinion, idée fausse qu'on se fait sur quelque chose (opinion, misconception we have about something)",,
1349_toridiculemockmakefunofjeerat,"to ridicule, mock, make fun of, jeer at",,
1350_tobepregnantconceive,"to be pregnant, conceive",1087,CONCEIVE
1351_toconceive,to conceive,1087,CONCEIVE
1352_toconceivetobepregnant,"to conceive, to be pregnant",1087,CONCEIVE
1353_toswellinflateespofstomach,"to swell, inflate (esp. of stomach)",1573,SWELL
1354_tohavecrampssaidofinternalabdominalandothermuscles,to have cramps (said of internal abdominal and other muscles),,
1355_tohaveaswollenbelly,to have a swollen belly,,
1356_boilswellingtumor,"boil, swelling, tumor",2493,BOIL
1357_toswelluptoblowup,"to swell up, to blow up",1573,SWELL
1358_toitchscratchoneself,"to itch, scratch (oneself)",3855,ITCH (CAUSE ITCHING OR FEEL ITCHY)
1359_toscratch,to scratch,1436,SCRATCH
1360_toscrapetoitch,"to scrape, to itch",1767,SCRAPE
1361_toscratchscraperubgrate,"to scratch, scrape, rub, grate",1436,SCRATCH
1362_toitchtoscratchtorub,"to itch, to scratch, to rub",1436,SCRATCH
1363_tobeinconfinementinchildbed,"to be in confinement, in childbed",,
1364_imkindbettliegen,im Kindbett liegen,,
1365_femalethathasnotyetbroughtforthinthefirstperiodofherpregnancyonehavingascantyflowofmilk,female that has not yet brought forth in the first period of her pregnancy; one having a scanty flow of milk,,
1366_iitofeedthewomanontheoccasionofchildbirth,II. to feed the woman on the occasion of childbirth,,
1367_tobearachildlieinbedwhengivingbirthtoachild,"to bear a child, lie in bed when giving birth to a child",,
1368_tofeednourishtakegoodcareofsomeonebyproperlyfeedinghim,"to feed, nourish, take good care of someone by properly feeding him",739,FEED
1369_tobedeafanddumb,to be deaf and dumb,,
1370_bindenanbinden,"binden, anbinden(?)",,
1371_deaf,deaf,996,DEAF
1372_tobedeaf,to be deaf,996,DEAF
1373_tobemutesilent,"to be mute, silent",48,BE SILENT
1374_tobenumb,to be numb,2216,BECOME NUMB
1375_tosleep,to sleep,1585,SLEEP
1376_tobeinlabourhavelabourpains,to be in labour; have labour pains,,
1377_tobeinlabour,to be in labour,,
1378_womaninlabour,woman in labour,,
1379_labourpains,labour pains,,
1380_towrithewithbirthpains,to writhe (with birth pains),,
1381_procreationchildbirth,procreation childbirth,,
1382_ivavoirdulaitseditdunechamelletohavemilksaidofacamel,IV. avoir du lait (se dit d'une chamelle) (to have milk (said of a camel),,
1383_tohaveinflammation,to have inflammation,,
1384_entzundung,Entzündung,,
1385_inflammationfever,"inflammation, fever",1534,FEVER
1386_livecoal,live coal,,
1387_iisenfoncerdanslorbiteseditdeloeilamaigrirexpressonchevaltosinkintotheorbitsaidoftheeyetoloseweightonpurposeofhorse,II. s’enfoncer dans l’orbite (se dit de l’oeil); amaigrir exprès (son cheval) (to sink into the orbit (said of the eye); to lose weight on purpose (of horse),,
1388_tobesickperspirehavediarrhea,"to be sick, perspire, have diarrhea",126,SWEAT (PERSPIRE)
1389_tohaveadiseasecausingfallofhair,to have a disease causing fall of hair,,
1390_topluckwool,to pluck wool,,
1391_withhairfallingoutintufts,with hair falling out in tufts,,
1392_castorbean,castor bean,,
1393_tofalloffbydegreesfromthesheepandbecomecompactedinlumpsorclottedsaidofwool,"to fall off by degrees from the sheep and become compacted in lumps, or clotted (said of wool)",,
1394_woolstickingtogetherandcompactedinalump,wool sticking together and compacted in a lump,,
1395_toscraperemovehairbyscraping,"to scrape, remove hair by scraping",1767,SCRAPE
1396_mitschutteremhaar,mit schütterem Haar?,,
1397_hitpatoscrapeoneself,(hitpa.) to scrape oneself,,
1398_toscrapeofftoerasetotakeaway,to scrape off; to erase; to take away,1767,SCRAPE
1399_tohavenohair,to have no hair,,
1400_removechaff,remove chaff,,
1401_tovomit,to vomit,1278,VOMIT
1402_tospewtovomit,"to spew, to vomit",1278,VOMIT
1403_tospitbesickhiptovomitsomething,"to spit, be sick; (hip.) to vomit something",1440,SPIT
1404_tohavesexualdesiredischargespermexudevaginalsecretion,"to have sexual desire; discharge sperm, exude vaginal secretion",,
1405_tolovetobecomefondofso,"to love, to become fond of so.",923,LOVE
1406_typekind,"type, kind",3299,KIND
1407_racestock,"race, stock",,
1408_epoqueousetrouveunefemellelorsquelleaetecouverteparlemaletimewhenafemaleisfoundwhenshehasbeencoveredbythemale,époque où se trouve une femelle lorsqu’elle a été couverte par le mâle(time when a female is found when she has been covered by the male),,
1409_laissercoulerlespermedanslacopulationouautrementletthespermflowincopulationorotherwise,laisser couler le sperme (dans la copulation ou autrement) (let the sperm flow (in copulation or otherwise),,
1410_vtowishdesire,"V. to wish, desire",2960,LONGING (WISH)
1411_spermeliqueurdelafemellequisemeleauspermeetcontribuealagenerationspermliquorofthefemalewhichmixeswiththespermandcontributestothegeneration,sperme; liqueur de la femelle qui se mêle au sperme et contribue à la génération (sperm; liquor of the female which mixes with the sperm and contributes to the generation),,
1412_spermedumaleliqueuruterinedelafemellesemenfromthemalefemaleuterineliquor,sperme (du mâle); liqueur utérine de la femelle (semen (from the male); female uterine liquor),,
1413_towishdesirebeeagerfor,"to wish, desire, be eager for",2117,DESIRE
1414_wishdesirelust,"wish, desire, lust",2960,LONGING (WISH)
1415_tobrayofdonkeycrygroanroar,"to bray (of donkey); cry, groan; roar",1839,CRY
1416_tobraytoneigh,"to bray, to neigh",,
1417_tocrytogroan,"to cry, to groan",1839,CRY
1418_braying,braying,,
1419_tosob,to sob,,
1420_tomoan,to moan,,
1421_braireseditdelanebrayofdonkey,braire (se dit de l’âne) (bray (of donkey),,
1422_coassersanscessetocroakincessantly,coasser sans cesse (to croak incessantly),,
1423_coassermiaulergloussertocroakmeowsquawk,"coasser, miauler; glousser (to croak, meow; squawk)",,
1424_togroansigh,"to groan, sigh",716,GROAN
1425_toemitasoundreferringtoanysoundofanimalsandbirdsscreamshout,"to emit a sound (referring to any sound of animals and birds); scream, shout",715,SHOUT
1426_plumagefeathers,"plumage, feathers",1201,FEATHER
1427_feathers,feathers,1201,FEATHER
1428_forelock,forelock,,
1429_teardrop,tear(-drop),1651,TEAR (OF EYE)
1430_tear,tear,1651,TEAR (OF EYE)
1431_togushforth,to gush forth,,
1432_sweat,sweat,125,SWEAT (SUBSTANCE)
1433_venombile,"venom, bile",1780,BILE
1434_poisonousfoamspittle,poisonous foam; spittle,1503,SALIVA
1435_venenovenom,veneno (venom),,
1436_poisonvenom,"poison, venom",655,POISON
1437_heatardorpoison,"heat, ardor; poison",655,POISON
1438_scorpionsvenom,scorpion’s venom,,
1439_bilegallvenom,"bile, gall, venom",1780,BILE
1440_foamsalivaexcretion,foam; saliva; excretion,1503,SALIVA
1441_spittleslaversalivaphlegmmucussap,"spittle, slaver, saliva, phlegm, mucus; sap",1503,SALIVA
1442_secretionexcrements,"secretion, excrements",,
1443_foam,foam,1768,FOAM
1444_frothofmilk,froth of milk,,
1445_tourinate,to urinate,592,PISS
1446_urine,urine,1142,URINE
1447_hipparttopasswaterurinate,"(hip. part.) to pass water, urinate",592,PISS
1448_urina,urina,,
1449_bladder,bladder,1746,BLADDER
1450_nondigestedfoodinthestomach,non-digested food in the stomach,,
1451_excrementgore,"excrement, gore",675,FAECES (EXCREMENT)
1452_contentsofthegutfaeces,"contents of the gut, faeces",675,FAECES (EXCREMENT)
1453_dungexcrementmudmire,"dung, excrement; mud, mire",640,MUD
1454_feces,feces,675,FAECES (EXCREMENT)
1455_drycowsdung,(dry cow's) dung,2057,DUNG (ANIMAL FAECES)
1456_excrementdungofanimals,"excrement, dung (of animals)",675,FAECES (EXCREMENT)
1457_dungexcrement,"dung, excrement",675,FAECES (EXCREMENT)
1458_orduresoteesdelamaisonetjeteesenuntasgarbageremovedfromthehouseandthrowninaheap,ordures ôtées de la maison et jetées en un tas (garbage removed from the house and thrown in a heap),,
1459_sweepingsmanure,"sweepings, manure",2057,DUNG (ANIMAL FAECES)
1460_drycowsdung,dry cow's dung,,
1461_dung,dung,2057,DUNG (ANIMAL FAECES)
1462_wastematterrefusedebris,"waste matter, refuse, debris",49,REFUSE
1463_foliagepiledupforformingmanuredeposits,"foliage piled up for forming manure, deposits",,
1464_todefecatehavediarrheaspreadmanure,"to defecate, have diarrhea, spread manure",676,SHIT (DEFECATE)
1465_tohavesexualintercourse,to have sexual intercourse,549,COPULATE
1466_tohaveillicitsexualintercoursetofornicate,"to have illicit sexual intercourse, to fornicate",103,FORNICATE
1467_tomarryawoman,to marry a woman,,
1468_tosleepslumber,"to sleep, slumber",1585,SLEEP
1469_wakingtime,waking time,,
1470_ittheforestwasstill,it (the forest) was still,,
1471_sleepofdeathdrowsiness,sleep of death; drowsiness,,
1472_tofallasleeptoslumber,"to fall asleep, to slumber",1106,FALL ASLEEP
1473_tosleepfallasleep,"to sleep, fall asleep",1585,SLEEP
1474_dormirtosleep,dormir (to sleep),,
1475_etreendormidunprofondsommeiletredanssonpremiersommesommeillertosleepdeeplytoslumber,être endormi d’un profond sommeil; être dans son premier somme; sommeiller (to sleep deeply; to slumber),,
1476_eruptionontheskinwhitespot,"eruption (on the skin), white spot",,
1477_askineruption,a skin eruption,,
1478_awhitenessinthelowerlipofahorse,a whiteness in the lower lip of a horse,,
1479_leprosyscab,"leprosy, scab",3624,LEPROSY
1480_blisterboil,"blister, boil",2493,BOIL
1481_boilpustule,"boil, pustule",2493,BOIL
1482_blistersulcers,"blisters, ulcers",,
1483_flute,flute,777,FLUTE
1484_swellings,swellings,,
1485_ulcersresultingfromelephantiasispustules,"ulcers resulting from elephantiasis, pustules",,
1486_soresscabiesleprosy,"sores, scabies, leprosy",3172,SCABIES
1487_leprosy,leprosy,3624,LEPROSY
1488_askindisease,a skin disease,,
1489_scarcausedbyawoundintheballormostelevatedpartofthecheek,"scar caused by a wound in the ball, or most elevated part, of the cheek",,
1490_scabiesitchsoresskinrashleprosy,"scabies, itch, sores, skin rash, leprosy",3855,ITCH (CAUSE ITCHING OR FEEL ITCHY)
1491_leprosymangescab,"leprosy, mange, scab",3624,LEPROSY
1492_festeringrash,festering rash,,
1493_leprosyscabies,leprosy; scabies,3624,LEPROSY
1494_scabrust,scab; rust,3064,RUST
1495_kindofskindisease,(kind of) skin disease,,
1496_skindiseasenotleprosy,skin disease (not leprosy),,
1497_smallswellingpustule,"small swelling, pustule",,
1498_sortedexcroissancehideuseavoirsurleslevressurlenezousurlesoreillesakindofuglygrowthseenonthelipsnoseorears,"sorte d'excroissance hideuse à voir sur les lèvres, sur le nez ou sur les oreilles (a kind of ugly growth seen on the lips, nose, or ears)",1221,NOSE
1499_scabmalignantulcer,"scab, malignant ulcer",2664,SCAB
1500_molepustule,mole; pustule,1907,MOLE
