ID	DOCULECT	CONCEPT	VALUE	TOKENS	NOTE	COGID
9742	Hebrew	to scratch	ḥākak		(Jastrow 462)	952
16852	Syriac	to scrape, to itch	ḥkk		(LSyr. 230, SL 449)	952
9746	Arabic	to scratch, scrape, rub, grate	ḥkk		(BK 1 469, Lane 614)	952
9747	Geez	to itch, to scratch, to rub	ḥakaka		(CDG 228)	952
	PS	to be in confinement, in childbed	*ḫrš		(SED I No. 31ᵥ; CDG 264)	960
9832	Akkadian	im Kindbett liegen	ḫarāšu		(CAD Ḫ 96, AHw. 324)	960
9834	Arabic	female that has not yet brought forth in the first period of her pregnancy; one having a scanty flow of milk	ḫarūs-		(BK 1 558, Lane 722)	960
9835	Arabic	II. to feed the woman on the occasion of childbirth	ḫrs		(BK 1 557)	960
9836	Geez	to bear a child, lie in bed when giving birth to a child	ḫarasa		(CDG 264)	960
9839	Geez	to feed, nourish, take good care of someone by properly feeding him	ḫaraŝa, ḥarasa, ḫarrasa		(CDG 264)	960
	PS	to be deaf and dumb	*ḫrš		(SED I No. 32ᵥ; HALOT 357)	961
9856	Akkadian	binden, anbinden(?)	ḫarāšu		(CAD Ḫ 95, AHw. 324)	961
9849	Ugaritic	deaf	ḫar(r)āšu		(Huehnergard 1987: 130)	961
9850	Hebrew	to be deaf	ḥrš		(HALOT 357)	961
9853	Syriac	to be mute, silent	ḥrš		(LSyr. 259, SL 495)	961
9855	Arabic	to be numb	ḫrs		(BK 1 557, Lane 721)	961
9857	Geez	to sleep	ḥarrasa		(CDG 244)	961
	PS	to be in labour; have labour pains	*ḫyl		(SED I No. 33v)	962
9858	Akkadian	to be in labour	ḫâlu		(CAD Ḫ 55, AHw. 342)	962
9860	Akkadian	woman in labour	ḫayyāltu		(CAD Ḫ 32, AHw. 309)	962
9859	Akkadian	labour pains	ḫīlū		(CAD Ḫ 189, AHw. 346)	962
9862	Ugaritic	to writhe (with birth pains)	ḫl		(DUL 389)	962
9861	Ugaritic	procreation childbirth	ḫllt		(DUL 392)	962
9864	Hebrew	labour pains	ḥīl, ḥīlā		(HALOT 312)	962
9863	Hebrew	to be in labour	ḥyl		(HALOT 310)	962
9866	Arabic	IV. avoir du lait (se dit d'une chamelle) (to have milk (said of a camel)	ḫyl		(BK 1 657)	962
	PS	to have inflammation	*ḳdḥ		(SED I No. 35v)	964
9874	Akkadian	Entzündung	ḳidḫu		(CAD 251, AHw. 921)	964
9875	Hebrew	inflammation, fever	ḳaddaḥat		(HALOT 1067)	964
9877	Syriac	live coal	ḳdihtā		(LSyr. 645, SL 1315)	964
9881	Arabic	II. s’enfoncer dans l’orbite (se dit de l’oeil); amaigrir exprès (son cheval) (to sink into the orbit (said of the eye); to lose weight on purpose (of horse)	qdḥ		(BK 2 684, Lane 2492)	964
9882	Geez	to be sick, perspire, have diarrhea	ḳadḥa		(CDG 420)	964
	PS	to have a disease causing fall of hair	*ḳrd		(SED I No. 36v)	966
9897	Akkadian	to pluck wool	ḳarādu		(CAD Ḳ 126, AHw. 901)	966
9896	Akkadian	with hair falling out in tufts	ḳurrudu		(CAD Ḳ 319, AHw. 930)	966
9901	Syriac	castor bean	ḳerdā		(LSyr. 693, SL 1402)	966
9900	Arabic	to fall off by degrees from the sheep and become compacted in lumps, or clotted (said of wool)	qrd		(BK 2 709, Lane 2512)	966
9899	Arabic	wool sticking together and compacted in a lump	qarad-, qarid-		(BK 2 709, Lane 2512)	966
	PS	to scrape, remove hair by scraping	*grd		(SED I 298 (note to No. 36))	967
9902	Akkadian	mit schütterem Haar?	gardu		(CAD G 50, AHw. 903)	967
9904	Hebrew	(hitpa.) to scrape oneself	grd		(HALOT 202)	967
9905	Syriac	to scrape off; to erase; to take away	grd		(LSyr. 132, SL 257)	967
9906	Syriac	bald	grādā		(LSyr. 132, SL 257)	967
9908	Arabic	to have no hair	ǯrd		(BK 1 276, Lane 405)	967
9911	Geez	remove chaff	grd		(CDG 201)	967
	PS	to vomit	*ḳy/wˀ		(SED I No. 39ᵥ; Kogan 2011: 231)	970
9952	Akkadian	to spew, to vomit	kâˀu		(CAD K 309, G 59, AHw. 284)	970
9953	Hebrew	to spit, be sick; (hip.) to vomit something	ḳyˀ		(HALOT 1096)	970
9959	Arabic	to vomit	qyˀ		(BK 2 844, Lane 2575)	970
9954	Geez	to vomit	ḳeˀa		(CDG 456)	970
	PS	to have sexual desire; discharge sperm, exude vaginal secretion	*mny		(SED I No. 41ᵥ)	972
9978	Akkadian	to love, to become fond of so.	menû		(CAD M₂ 19, AHw. 645)	972
1670	Hebrew	type, kind	mīn		(HALOT 577)	972
10007	Syriac	race, stock	mīnā		(LSyr. 384, SL 753)	972
9983	Arabic	époque où se trouve une femelle lorsqu’elle a été couverte par le mâle(time when a female is found when she has been covered by the male)	munwat-		(BK 2 1159)	972
9979	Arabic	laisser couler le sperme (dans la copulation ou autrement) (let the sperm flow (in copulation or otherwise)	mny		(BK 2 1159)	972
9980	Arabic	V. to wish, desire	mny		(BK 2 1159, Lane 3025)	972
9981	Arabic	sperme; liqueur de la femelle qui se mêle au sperme et contribue à la génération (sperm; liquor of the female which mixes with the sperm and contributes to the generation)	minā, minaⁿ		(BK 2 1159)	972
9982	Arabic	sperme (du mâle); liqueur utérine de la femelle (semen (from the male); female uterine liquor)	maniyy-		(BK 2 1159)	972
9984	Geez	to wish, desire, be eager for	tamannaya		(CDG 352)	972
9985	Geez	wish, desire, lust	tamnet		(CDG 352)	972
	PS	to bray (of donkey); cry, groan; roar	*nhḳ		(SED I No. 44v)	973
10053	Akkadian	to bray, to neigh	nagāgu		(CAD N₁ 105, AHw. 709)	973
10023	Akkadian	to cry, to groan	nâḳu		(CAD N₁ 341, AHw. 744)	973
10025	Ugaritic	braying	nhḳt		(DUL 626)	973
10051	Hebrew	to sob	nhg		(HALOT 675)	973
10026	Hebrew	to bray	nhḳ		(HALOT 676)	973
10054	Arabic	to moan	nˀǯ		(BK 2 1176, Lane 2751)	973
10029	Arabic	braire (se dit de l’âne) (bray (of donkey)	nhq		(BK 2 1357)	973
10047	Arabic	coasser sans cesse (to croak incessantly)	nqnq		(BK 2 1334)	973
10046	Arabic	coasser, miauler; glousser (to croak, meow; squawk)	nqq		(BK 2 1318)	973
10052	Geez	to groan, sigh	nǝhka, nahaka, nǝḥka		(CDG 393)	973
10030	Geez	to bray	nǝhḳa		(CDG 394)	973
10048	Geez	to emit a sound (referring to any sound of animals and birds); scream, shout	naḳawa		(CDG 401)	973
	PS	plumage, feathers	*nāṣiy-at-		(SED I No. 202; Kogan 2011: 226)	975
10059	Akkadian	plumage, feathers	nāṣu		(CAD N₂ 53, AHw. 758)	975
10060	Hebrew	feathers	nōṣā		(HALOT 682)	975
10061	Arabic	forelock	nāṣiyat-		(Lane 2799)	975
	PS	tear(-drop)	*dVmˁ-at-		(SED I No. 51; Kogan 2011: 226)	976
10062	Akkadian	tear	dīmtu		(CAD D 147, AHw. 171)	976
10064	Ugaritic	tear	dmˁ		(DLU 133)	976
10065	Hebrew	tear	dimˁā		(HALOT 227)	976
10066	Syriac	tear	demˁtā		(LSyr. 158, SL 311)	976
10067	Arabic	tear	damˁ-		(BK 1 732, Lane 913)	976
	PS	to gush forth	*nbˁ		(Kogan 2011: 226)	977
10071	Geez	tear	ˀanbəˁ		(CDG 382)	977
	PS	sweat	*ḏVˁ-at-		(SED I No. 61; Kogan 2011: 226)	978
10072	Akkadian	sweat	zuˀutu		(CAD Z 168, AHw. 1539)	978
10074	Ugaritic	sweat	dˁt		(DLU 127)	978
21846	Hebrew	sweat	daˁat		(HALOT 229)	978
10075	Hebrew	sweat	zēˁā		(HALOT 276)	978
10076	Syriac	sweat	duˁtā		(LSyr. 161, SL 285)	978
	PS	venom, bile	*ḥim-at-		(SED I No. 120)	980
10084	Akkadian	poisonous foam; spittle	imtu		(CAD I 139, AHw. 379)	980
10085	Ugaritic	veneno (venom)	ḥmt		(DLU 178)	980
10086	Hebrew	poison, venom	ḥēmā		(HALOT 326)	980
10087	Syriac	heat, ardor; poison	ḥemtā		(LSyr. 242, SL 469)	980
10088	Arabic	scorpion’s venom	ḥumat-		(BK 1 498)	980
10089	Geez	bile, gall, venom	ḥamot		(CDG 235)	980
	PS	foam; saliva; excretion	*ruγw-at-		(SED I No. 229; Kogan 2011: 226)	981
10090	Akkadian	spittle, slaver, saliva, phlegm, mucus; sap	ruˀtu		(CAD R 435, AHw. 997)	981
24666	Hebrew	secretion, excrements	rəˁī, rēˁī		(Jastrow 1487)	981
10091	Syriac	foam	ruˁtā		(LSyr. 722, SL 1452)	981
10092	Arabic	froth of milk	raγwat-, ruγwat-		(BK 1 891; Lane 1115)	981
	PS	to urinate	*ṯyn		(SED I No. 77ᵥ)	984
10105	Akkadian	to urinate	šânu		(CAD Š₁ 409, AHw. 1225)	984
10120	Akkadian	to urinate	šatānu		(CAD Š₂ 192, AHw. 1199)	984
10106	Akkadian	urine	šīnātu		(CAD Š₃ 40, AHw. 1241)	984
10121	Ugaritic	to urinate	yṯtn		(WUS 339)	984
10119	Hebrew	urine	šēnēhäm		(HALOT 1479)	984
10118	Hebrew	(hip. part.) to pass water, urinate	maštīn		(HALOT 1479)	984
10107	Syriac	to urinate	twn		(LSyr. 819, SL 1631)	984
10108	Syriac	urina	tīnā, tūnā, tyānā		(LSyr. 819, SL 1642)	984
10123	Arabic	bladder	maṯānat-		(BK 2 1062)	984
10111	Geez	to urinate	ŝena		(CDG 540)	984
10122	Geez	urine	ŝənt		(CDG 540)	984
12913	Geez	bladder	maŝyant		(CDG 540)	984
	PS	non-digested food in the stomach	*parṯ-		(SED I No. 221; Kogan 2011: 227)	985
10124	Akkadian	excrement, gore	paršu		(CAD P 205, AHw. 836)	985
10125	Hebrew	contents of the gut, faeces	päräš		(HALOT 977)	985
10126	Syriac	dung, excrement; mud, mire	pertā		(LSyr. 609, SL 1255)	985
10127	Arabic	feces	farṯ-		(BK 2 561, Lane 2359)	985
	PS	(dry cow's) dung	*kVbVw-		(SED I No. 142; Kogan 2011: 227)	986
10134	Akkadian	excrement, dung (of animals)	kabû		(CAD K 28, AHw. 418)	986
10142	Syriac	dung, excrement	kəbōtā		(LSyr. 315, SL 595)	986
10136	Arabic	ordures ôtées de la maison et jetées en un tas (garbage removed from the house and thrown in a heap)	kiban,  kibat-		(BK 2 857)	986
10137	Arabic	sweepings, manure	kibat-, kubat-		(WKAS I 35)	986
10138	Geez	dry cow's dung	kəbo		(CDG 272)	986
	PS	dung	*zibl-		(SED I No. 294; Kogan 2011: 227)	987
10144	Akkadian	waste matter, refuse, debris	ziblu		(CAD Z 103, AHw. 1524)	987
10145	Hebrew	foliage piled up for forming manure, deposits	zäbäl		(Jastrow 379)	987
10146	Syriac	dung	zeblā		(LSyr. 187, SL 363)	987
10147	Arabic	dung	zibl-		(BK 1 971, Lane 1212)	987
10148	Geez	dung	zəbl		(CDG 631)	987
10149	Geez	to defecate, have diarrhea, spread manure	zabala		(CDG 631)	987
	PS	to have sexual intercourse	*nyk		(SED I No. 53ᵥ)	995
10595	Akkadian	to have illicit sexual intercourse, to fornicate	nâku		(CAD N₁ 197, AHw. 784)	995
10596	Arabic	to marry a woman	nyk		(BK 2 1376, Lane 3040)	995
	PS	to sleep, slumber	*nwm		(SED I No. 52ᵥ)	1000
10763	Akkadian	waking time	munattu		(CAD M₂ 200, AHw. 672)	1000
10762	Akkadian	it (the forest) was still	nu-ma-at		(AHw. 729; cf. George 2003: 209)	1000
10761	Ugaritic	sleep of death; drowsiness	nhmmt		(DUL 626)	1000
10759	Hebrew	to fall asleep, to slumber	nwm		(HALOT 680)	1000
10758	Syriac	to sleep, fall asleep	nwm		(LSyr. 420, SL 899)	1000
10756	Arabic	dormir (to sleep)	nwm		(BK 2 1372)	1000
10760	Geez	to sleep	noma		(CDG 409)	1000
	PS	to sleep	*wšn		(SED I No. 82ᵥ)	1001
532	Ugaritic	to sleep	yšn		(DUL 988)	1001
907	Hebrew	to sleep	yšn		(HALOT 447)	1001
12937	Arabic	être endormi d’un profond sommeil; être dans son premier somme; sommeiller (to sleep deeply; to slumber)	wsn		(BK 2 1538)	1001
	PS	eruption (on the skin), white spot	*lam(a)ṯ̣-		(SED I No. 179)	1002
10865	Akkadian	a skin eruption	lamṣatu		(CAD L 68, AHw. 533)	1002
10866	Arabic	a whiteness in the lower lip of a horse	lamaḏ̣-, lumḏ̣at-		(BK 2 1026, Lane 2674)	1002
10867	Geez	leprosy, scab	lamṣ		(CDG 316)	1002
	PS	blister, boil	*bVˁbVˁ-		(SED I No. 30; Kogan 2011: 230)	1003
22748	Akkadian	boil, pustule	būbuˀtu, buˀbuˀtu, būbūtu, būbuttu		(CAD B 300, AHw. 135, 1549)	1003
10875	Hebrew	blisters, ulcers	ˀăbaˁbūˁōt		(HALOT 9)	1003
10878	Syriac	flute	ˀabbūbā		(LSyr. 1, SL 3)	1003
13800	Syriac	swellings	baˁbuˁyātā		(LSyr. 82, SL 168)	1003
10877	Geez	ulcers resulting from elephantiasis, pustules	ˀanṗāˁānṗe		(CDG 30)	1003
	PS	sores, scabies, leprosy	*ˁabaḳ-		(SED I No. 18; Kogan 2011: 230)	1004
10879	Akkadian	leprosy	epḳu		(CAD E 246, AHw. 230)	1004
10880	Akkadian	a skin disease	epḳennu		(CAD E 246, AHw. 230)	1004
10882	Arabic	scar caused by a wound in the ball, or most elevated part, of the cheek	ˁabāqiyat-		(Lane 1940)	1004
10883	Geez	scabies, itch, sores, skin rash, leprosy	ˁabaḳ		(CDG 54)	1004
	PS	leprosy, mange, scab	*garab-		(SED I No. 91; Kogan 2011: 230)	1005
10887	Akkadian	leprosy	garabu		(CAD G 46, AHw. 281)	1005
10888	Hebrew	festering rash	gārāb		(HALOT 201)	1005
10889	Syriac	leprosy; scabies	garbā		(LSyr. 130, SL 255)	1005
10891	Arabic	scab; rust	ǯarab-		(BK 1 273, Lane 403)	1005
	PS	(kind of) skin disease	*ṣVrnVˁ-at-		(SED I No. 257; Kogan 2011: 230)	1006
10896	Akkadian	a skin disease	ṣernettu		(CAD Ṣ 127, AHw. 1090)	1006
10897	Hebrew	skin disease (not leprosy)	ṣāraˁat		(HALOT 1057)	1006
17726	Arabic	small swelling, pustule	ṣamγat-		(BK 1 1372, Lane 1729)	1006
17725	Arabic	sorte d'excroissance hideuse à voir sur les lèvres, sur le nez ou sur les oreilles (a kind of ugly growth seen on the lips, nose, or ears)	ṣimγat-		(BK 1 1372)	1006
10898	Geez	scab, malignant ulcer	ṣərnəˁt		(CDG 564)	1006
	PS	mole; pustule	*ḥ/ḫalaˀ-		(SED I No. 116)	1007
10899	Akkadian	black mole (on the face and body); black spot (a disease of barley)	ḫalû		(CAD Ḫ 53, AHw. 314)	1007
10900	Arabic	pustules breaking out upon the lips after a fever	ḥalaˀ-		(BK 1 476, Lane 622)	1007
	PS	birth-mark, scar on the skin	*ḥumṣ-at-		(SED I No. 121; Kogan 2011: 230)	1008
10901	Akkadian	a mole or wart	umṣatu		(CAD U–W 135, AHw. 1418)	1008
10902	Arabic	cautère, ulcère artificiel (cautery, artificial ulcer)	ḥummaṣat-		(Dozy I 322)	1008
	PS	spot on the skin, bruise, mark of violence	*ḥVbVr-		(SED I No. 111; Kogan 2011: 230)	1009
10903	Akkadian	a mark of discoloration on the skin	ibāru		(CAD I 1, AHw. 363)	1009
10904	Hebrew	wound, slash	ḥabbūrā		(HALOT 285)	1009
22830	Hebrew	skin specks	ḥăbarbūrōt		(HALOT 285)	1009
10905	Syriac	wound	ḥbārtā		(LSyr. 212, SL 410)	1009
10906	Arabic	mark of beating; a healed wound	ḥibr-		(Lane 499)	1009
10907	Geez	eruption on the skin	ḥəbərbəre		(CDG 224)	1009
	PS	scabies, itch, boil	*ḫVŝp-		(SED I No. 138; Kogan 2011: 230)	1010
10910	Arabic	être rongé par la gâle (to be eaten up by the scab)	ḫšf		(BK 1 576)	1010
10911	Geez	itch, a boil	ḫəŝaf		(CDG 266)	1010
	PS	(kind of) skin disease	*bVhVḳ-		(SED I No. 33; Kogan 2011: 230)	1011
10913	Hebrew	skin rash	bōhaḳ		(HALOT 112)	1011
10914	Hebrew	white scurf	bōhaḳ		(Jastrow 143)	1011
10915	Hebrew	one having an eruption resembling leprosy	băhăḳān		(Jastrow 143)	1011
10916	Syriac	pimples, pustules	behḳītā		(LSyr. 61, SL 122)	1011
10918	Arabic	mild species of leprosy	bahaq-		(BK 1 172, Lane 267)	1011
	PS	grey hair	*ŝayb-at-, ŝīb-at-		(SED I No. 66ᵥ; Kogan 2011: 230)	1012
10923	Akkadian	grey hair	šībtu		(CAD Š₂ 386, AHw. 1228)	1012
10924	Ugaritic	graues Haar	šbt		(WUS 300)	1012
10925	Hebrew	the grey hair; advanced age	ŝēbā		(HALOT 1318)	1012
10926	Syriac	white hair	saybātā		(LSyr. 469, SL 999)	1012
10927	Arabic	whiteness of the hair	šayb-		(BK 1 1294, Lane 1627)	1012
10928	Geez	grey hair	ŝibat		(CDG 539)	1012
	PS	to be deaf and dumb	*ṭmm, ˀṭm		(SED I No. 75ᵥ; Kogan 2011: 230)	1018
10968	Akkadian	deaf person	ṭummumu		(CAD Ṭ 125, AHw. 1394)	1018
10969	Hebrew	to stop one’s ears	ˀṭm		(HALOT 37)	1018
10970	Syriac	deaf	ˀaṭṭīmā		(LSyr. 14, SL 31)	1018
10971	Syriac	firm; solid; mute	ṭmīmā		(LSyr. 14, SL 536)	1018
	PS	to cough	*šˁl		(SED I No. 61ᵥ; Kogan 2011: 231)	1021
10987	Akkadian	to cough	saˀālu		(CAD S 1, AHw. 999)	1021
10988	Akkadian	phlegm; cough with phlegm	suˀālu		(CAD S 340, AHw. 1052)	1021
10994	Hebrew	(qal, hitp.) to cough	šˁl		(BY 7354)	1021
10995	Hebrew	cough	šiˁūl		(BY 7348)	1021
10989	Syriac	to cough	šˁl		(LSyr. 793, SL 1583)	1021
10990	Syriac	cough	šˁālā, šˁōlā		(LSyr. 793, SL 1583)	1021
10991	Arabic	to cough	sˁl		(BK 1 1093, Lane 1365)	1021
10992	Arabic	cough	suˁāl		(BK 1 1093, Lane 1366)	1021
10996	Geez	to cough	saˁala		(CDG 481)	1021
10997	Geez	cough	saˁāl		(CDG 481)	1021
	PS	to fart, break wind audibly	*ṣ̂rṭ		(SED I No. 71ᵥ)	1023
11001	Akkadian	to fart	ṣarātu		(CAD  Ṣ 107, AHw. 1085)	1023
11002	Syriac	(pa.) to break wind	ˁrṭ		(LSyr. 54, SL 1137)	1023
11003	Syriac	stomach growling	ˁurṭē, ˁurṭāyā		(LSyr. 548, SL 1087)	1023
11004	Arabic	to fart	ḍrṭ		(BK 2 22, Lane 1786)	1023
	PS	to break wind silently	*pšw		(SED I No. 57ᵥ; Kogan 2011: 231)	1024
11069	Arabic	pet	fissat-		(BK 2 591)	1024
14439	Arabic	to emit a noiseless wind from one's anus	fsw		(Lane 2399)	1024
11070	Geez	to break wind	fasawa		(CDG 168)	1024
	PS	to be rabid, mad	*šgˁ		(SED I No. 67ᵥ; Kogan 2011: 322)	1025
11089	Akkadian	to rage, to be rabid	šegû		(CAD Š₂ 260, AHw. 1208)	1025
11090	Hebrew	(pu., hitp.) to behave like a madman	šgˁ		(HALOT 1415)	1025
11092	Arabic	mad	ˀašǯaˁ		(BK 1 1194, Lane 1509)	1025
	PS	to bury	*ḳbr		(Fronzaroli 1965b: 252, 263; Kogan 2011: 232)	1026
11094	Akkadian	to bury	ḳebēru		(CAD Q 201, AHw. 912)	1026
11095	Ugaritic	to bury	ḳbr		(DUL 692)	1026
11096	Hebrew	to bury	ḳbr		(HALOT 1064)	1026
11097	Syriac	to bury	ḳbr		(LSyr. 644, SL 1313)	1026
11098	Arabic	to bury	qbr		(Lane 2480)	1026
11099	Geez	to bury	ḳabara		(CDG 419)	1026
	PS	to be strong	*gbr		(CDG 179; Kogan 2011: 233)	1029
	PS	male	*ḏakar-		(Fronzaroli 1964: 19, 37, 50; Kogan 2011: 234)	1031
11122	Akkadian	man, male	zikaru		(CAD Z 110, AHw. 1526)	1031
11123	Ugaritic	male animal	dkr		(DUL 269)	1031
11124	Hebrew	man, male	zākār		(HALOT 270)	1031
11125	Syriac	male, masculine animal; ram; penis; arsenic	dekrā		(LSyr. 153, SL 302)	1031
7028	Arabic	male; penis	ḏakar-		(Lane 969)	1031
	PS	daughter-in-law; bride	*kall-at-		(Kogan 2011: 236)	1034
11144	Akkadian	daughterinlaw, wife of a son living in his father's household, bride, sisterinlaw	kallatu		(CAD K 79, AHw. 426)	1034
11146	Ugaritic	daughterinlaw, bride	klt		(DUL 441)	1034
11147	Hebrew	???	kallā		(HALOT 478)	1034
11148	Syriac	daughterinlaw, bride	kaltā		(LSyr. 326, SL 628)	1034
11152	Arabic	daughterinlaw, sisterinlaw	kannat-		(WKAS K 372)	1034
	PS	widow	*ˀalman-at-		(Kogan 2011: 236)	1037
11170	Akkadian	widow	almattu		(CAD A₁ 362, AHw. 38)	1037
11172	Ugaritic	widow	ˀalmnt		(DUL 58)	1037
11173	Hebrew	widow	ˀalmānā		(HALOT 58)	1037
11174	Syriac	widow	ˀarmaltā		(LSyr. 735, SL 102)	1037
11175	Arabic	widow	ˀarmalat-		(Lane 1160)	1037
	PS	maidservant	*ˀam-at-		(Kogan 2011: 237)	1038
11188	Akkadian	slave girl, servant girl	amtu		(CAD A₂ 80, AHw. 45)	1038
11190	Ugaritic	maidservant	ˀamt		(DUL 74)	1038
11191	Hebrew	maidservant	ˀāmā		(HALOT 61)	1038
11192	Syriac	maidservant	ˀamtā		(LSyr. 24, SL 58)	1038
11193	Arabic	maidservant	ˀamat-		(Lane 103)	1038
11196	Geez	maidservant	ˀamat		(CDG 26)	1038
	PS	to hire	*ˀgr		(Kogan 2011: 237)	1040
21438	Arabic	to hire; to be hired	ˀǯr		(Lane 23)	1040
	PS	to own	*bˁl		(Kogan 2011: 237)	1041
22655	Akkadian	subjects	baˀˀulātu		(CAD B 184, AHw 96, EDA I 86)	1041
22907	Akkadian	to rule	beˀālu, bêlu, peˀālu, pêlu		(CAD B 199, AHw 120)	1041
22739	Akkadian	capital	beˀˀulātu, bûlātu		(CAD B 215, AHw. 124)	1041
16604	Akkadian	herd of cattle, sheep, or horses	būlu		(CAD B 313, AHw. 137)	1041
23022	Ugaritic	lady	bˁlt		(DUL 208)	1041
24726	Hebrew	mistress	baˁălā		(HALOT 145)	1041
24727	Arabic	wife	baˁlat-		(Lane 228)	1041
24730	Geez	mistress of the house	bāˁəlt		(CDG 84)	1041
	PS	to be sated	*ŝbˁ		(Kogan 2011: 237)	1043
11228	Akkadian	to become sated	šebû		(CAD Š₂ 251, AHw. 1207)	1043
11229	Ugaritic	sich sättigen	šbˁ		(WUS 300)	1043
11230	Hebrew	to eat one's fill	ŝbˁ		(HALOT 1303)	1043
11232	Syriac	to be sated, have one`s fill	sbˁ		(LSyr. 456, SL 963)	1043
11236	Arabic	to be, become satiated	šbˁ		(Lane 1496, BK 1 1184)	1043
	PS	to be thirsty	*ṯ̣mˀ		(SED I No. 79ᵥ; Kogan 2011: 237)	1044
11241	Akkadian	to be thirsty	ṣamû		(CAD Ṣ 95, AHw. 1081)	1044
11243	Ugaritic	to be thirsty	γmˀ		(DLU 158)	1044
11242	Ugaritic	to be thirsty	ṯ̣mˀ		(WUS 272)	1044
11244	Hebrew	to be thirsty	ṣmˀ		(HALOT 1032)	1044
11245	Arabic	to be thirsty	ḏ̣mˀ		(BK 2 142, Lane 1923)	1044
11247	Geez	to be thirsty	ṣamˀa		(CDG 557)	1044
	PS	to sip, to absorb	*ŝrb		(Fronzaroli 1971: 607, 630, 638–639; Kogan 2011: 238)	1046
11283	Akkadian	to sip	sarāpu		(CAD S 172, AHw. 1028)	1046
11284	Hebrew	to sip, to absorb	ŝrp		(Jastrow 1632)	1046
11285	Syriac	to sip, to absorb	srp		(LSyr. 500, SL 1049)	1046
38	Arabic	to drink	šrb		(Lane 1525)	1046
11286	Geez	to sip, to absorb	ŝrb		(CDG 533)	1046
	PS	to taste, to be tasty	*ṭˁm		(Fronzaroli 1971: 607, 630; Kogan 2011: 238)	1047
11294	Akkadian	thought, reason, plan	ṭēmu		(CAD Ṭ 85, AHw. 1385)	1047
11288	Hebrew	to taste	ṭˁm		(HALOT 377)	1047
11289	Syriac	to taste	ṭˁm		(LSyr. 283, SL 542)	1047
11290	Arabic	to taste	ṭˁm		(Lane 1853)	1047
11291	Geez	to taste	ṭˁm		(CDG 583)	1047
	PS	to be bitter	*mrr		(Bulakh 2005: 336–340; Kogan 2011: 238)	1048
11295	Akkadian	to be bitter	marāru		(CAD M₁ 267, AHw. 609)	1048
11302	Ugaritic	bitter	mr		(DUL 569)	1048
11298	Hebrew	to be bitter	mar		(HALOT 638)	1048
11299	Syriac	to be bitter	mrr		(LSyr. 400, SL 838)	1048
11300	Arabic	to be bitter	mrr		(LA 5 195, Lane 2699)	1048
11301	Geez	to be bitter	marara		(CDG 360)	1048
	PS	to be sweet	*mṭḳ, mtḳ		(Kogan 2011: 239)	1049
11304	Akkadian	to be sweet	matāḳu		(CAD M₁ 405, AHw. 632)	1049
11310	Ugaritic	sweet	mtḳ		(DUL 601)	1049
11308	Hebrew	to be sweet	mtḳ		(HALOT 655)	1049
11317	Syriac	to suck	mtḳ		(LSyr. 410, SL 874)	1049
11316	Arabic	V. to smack one’s lips	mṭq		(Lane 3021)	1049
11309	Geez	to be sweet	mäṭṭäḳä		(WTS 143)	1049
11312	Geez	sweet	məṭuḳ		(CDG 340)	1049
	PS	to be sour	*ḥmṣ̂		(Fronzaroli 1971: 623, 635, 641; Kogan 2011: 239)	1050
11318	Akkadian	to be sour	emēṣu		(AHw. 214)	1050
11323	Ugaritic	vinegar	ḥmṣ		(DUL 364)	1050
11324	Hebrew	to be leavened	ḥmṣ		(HALOT 329)	1050
11325	Hebrew	vinegar	ḥōmäṣ		(HALOT 329)	1050
11326	Syriac	to ferment, rise	ḥmˁ		(LSyr. 240, SL 466)	1050
11320	Arabic	to be sour	ḥmḍ		(Lane 644)	1050
	PS	to draw water	*šˀb		(Fronzaroli 1971: 611, 631, 639; Kogan 2011: 239)	1053
11357	Akkadian	to draw water	sâbu		(CAD S 9, AHw. 1000)	1053
11341	Ugaritic	to draw water	šˀb		(DUL 794)	1053
11342	Hebrew	to draw water	šˀb		(HALOT 1367)	1053
11358	Arabic	to be satisfied with drinking	sˀb		(Lane 1281)	1053
11359	Arabic	receptacle for liquids	saˀb-		(Lane 1281)	1053
11360	Geez	to drag, pull	saˀaba		(CDG 480)	1053
	PS	to draw water with a bucket	*dlw		(Fronzaroli 1971: 611, 631, 640; Kogan 2011: 239)	1054
11361	Akkadian	to draw water from a well	dalû		(CAD D 56, AHw. 155)	1054
11362	Hebrew	to draw water with a bucket	dlw		(HALOT 222)	1054
11363	Syriac	to draw water; to pull out	dly		(LSyr. 154, SL 304)	1054
11364	Arabic	to draw water with a bucket	dlw		(Lane 908)	1054
	PS	bucket	*dalw-		(Fronzaroli 1971: 611, 631, 640; Kogan 2011: 239)	1055
11367	Akkadian	bucket	dālu		(CAD D 56, AHw. 155)	1055
11368	Hebrew	bucket	dəlī		(HALOT 222)	1055
11369	Syriac	water bucket	dawlā		(LSyr. 145, SL 282)	1055
11370	Arabic	bucket	dalw-		(Lane 908)	1055
	PS	clarified butter	*ḫimˀ-at-		(Fronzaroli 1971: 622, 634, 641;  Sima 2000: 240; Kogan 2011: 240)	1058
11410	Akkadian	clarified butter	ḫimētu		(CAD Ḫ 189, AHw. 346)	1058
11411	Ugaritic	clarified butter	ḫmˀat		(DUL 395)	1058
11412	Hebrew	clarified butter	ḥämˀā		(HALOT 325)	1058
